date_pub,ccaa,Personas con al menos 1 dosis >=80 años,%,Personas con al menos 1 dosis 70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,%.3,Personas con al menos 1 dosis 40-49 años,%.4.1,Personas con al menos 1 dosis 25-39 años,%.4.2,18-24 años,%.5,16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
16/6/21,Andalucía,430702,1.0,642424,0.98776563275987461,857570,0.93606157090510589,1096058,0.86643462835794816,646393,0.4666713353557902,205875,0.12674948145840553,43521,0.069539471371551462,636,0.003496022998994069,3923179,7062213,0.55551694631696891,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Aragón,100601,1.0,117743,0.98981127317052664,147423,0.9428012304386475,167587,0.84526343397254189,91886,0.42749007876506795,34456,0.14906982780998529,7783,0.087272931150482166,79,0.0031466581693619057,667558,1132764,0.58931781024114471,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Asturias,88296,1.0,113106,1.0,140644,0.93980701895063212,139413,0.85716130222263209,85979,0.51486589258232385,21326,0.1374966151306882,4860,0.089702652319164258,63,0.0040480627128445671,593687,901209,0.65876727817853575,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Baleares,50599,1.0,76986,0.95615778230413828,98548,0.84063089114653977,127140,0.76684137831203214,101558,0.49258871233727181,29263,0.11347437975508178,4637,0.054019734619462016,48,0.0020600858369098714,488779,986279,0.49557883722557206,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Canarias,91149,1.0,146931,0.95081892953517422,206007,0.87628247664744019,265531,0.75755180992376869,162869,0.41984770212722078,62356,0.14028756746541518,8843,0.05395395945063728,138,0.0031114718614718615,943824,1871033,0.50444006065098801,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Cantabria,42114,1.0,55498,1.0,72981,0.94357747753571664,73768,0.81997243341781156,31588,0.32308809540856509,12954,0.13427730325897669,1913,0.054758837841706022,24,0.0022240756185710315,290840,501384,0.58007435418760867,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Castilla y Leon,228284,1.0,248215,1.0,305747,0.95973318684768105,326772,0.85727552961238274,96177,0.26472798337485032,49750,0.13243887180715835,9813,0.067946711719821085,127,0.0031216202929898731,1264885,2092873,0.60437733202157995,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Castilla - La Mancha,137156,1.0,156877,0.98602145806751684,209214,0.95774660782626209,266562,0.86693031696576661,157410,0.47612710031608718,43117,0.11428987965859089,8393,0.056133709653687185,122,0.0028798036068359927,978851,1719964,0.56911133023714455,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Cataluña,454643,1.0,608492,0.95781467419706212,729949,0.87149348602647614,887064,0.8124933594680247,541963,0.41158985536413378,193262,0.12997899616039321,54448,0.097872432214784408,1097,0.0068620827703548019,3470918,6531658,0.53139922512783122,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,C. Valenciana,294354,1.0,427999,0.97747463812799462,531201,0.91471566723147502,613060,0.81487743475637153,230146,0.27025509988398144,110710,0.12107670889204586,22493,0.063749525272507754,246,0.0023872138497219768,2230209,4269305,0.52238221443537058,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
