date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
17/11/21,Andalucía,9935730,2019500,1528900,333500,13817630,13451678,0.9735155739443015,6868917,6767662,570990,16/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211117.ods
17/11/21,Aragón,1577037,293920,264060,63815,2198832,2092717,0.9517402875708558,1069206,1051098,100285,16/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211117.ods
17/11/21,Asturias,1337045,162000,220900,43000,1762945,1751855,0.9937093896860083,874610,866750,85254,14/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211117.ods
17/11/21,Baleares,1318950,305100,256400,57600,1938050,1676099,0.8648378524805862,862431,846462,63306,16/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211117.ods
17/11/21,Canarias,2403150,574700,455800,133650,3567300,3225556,0.9042009362823424,1685394,1646217,67742,16/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211117.ods
17/11/21,Cantabria,768255,114900,125200,22200,1030555,955969,0.9276254057279816,483698,479520,37577,14/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211117.ods
17/11/21,Castilla y Leon,3274545,411830,473110,101025,4260510,3957983,0.9289927731656539,2008335,1971587,211185,16/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211117.ods
17/11/21,Castilla La Mancha,2360925,446270,394800,93735,3295730,3146421,0.9546962281497574,1623150,1566432,130753,13/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211117.ods
17/11/21,Cataluña,8368460,1604900,1514300,375750,11863410,11523072,0.9713119583661022,6005221,5883644,363052,16/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211117.ods
17/11/21,C. Valenciana,6197680,1213650,863900,213450,8488680,7998626,0.9422697050660409,4086128,4022584,350269,16/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211117.ods
17/11/21,Extremadura,1377755,218200,186000,51750,1833705,1813067,0.9887451907476938,900018,886266,118300,16/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211117.ods
