date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
4/3/21,Andalucía,739530,73300,208600,1021430,834477,0.8169693468960183,238150,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Aragón,130185,12600,32700,175485,141997,0.8091688748326068,47837,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Asturias,128435,12700,25200,166335,124940,0.7511347581687559,42300,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Baleares,65880,6500,28800,101180,73188,0.7233445344929827,23287,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Canarias,148560,14300,53700,216560,162363,0.7497367934983377,54121,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Cantabria,62745,5900,14300,82945,64535,0.7780456929290493,20620,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Castilla y Leon,285195,27300,59000,371495,281825,0.7586239384110149,94983,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Castilla La Mancha,190575,18600,50400,259575,176604,0.6803582779543484,71181,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Cataluña,651140,63400,191900,906440,676590,0.7464255769824809,189899,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,C. Valenciana,340660,31700,124700,497060,370712,0.7458093590311029,109409,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Extremadura,115325,10900,26200,152425,121286,0.7957093652616041,41663,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Galicia,222415,19900,66700,309015,244212,0.7902917334109995,62083,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,La Rioja,31655,2700,7800,42155,30675,0.7276716878187641,9743,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Madrid,529935,51300,167200,748435,572673,0.7651606351921009,176865,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Murcia,134105,13400,37200,184705,130138,0.7045721555994694,51118,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Navarra,62745,5900,16200,84845,66248,0.7808120690671224,22894,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,País Vasco,177660,16000,54800,248460,144966,0.5834581019077517,50194,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Ceuta,5490,600,2200,8290,6435,0.7762364294330518,1290,1/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Melilla,4320,600,2200,7120,5228,0.7342696629213483,1276,3/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
4/3/21,Totales,4026555,387600,1169800,5583955,4229092,0.7573649859284325,1308913,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210304.ods
