date_pub,ccaa,Personas con al menos 1 dosis >=80 años,%,Personas con al menos 1 dosis 70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,%.3,Personas con al menos 1 dosis 40-49 años,%.4.1,Personas con al menos 1 dosis 25-39 años,%.4.2,18-24 años,%.5,16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
10/6/21,Andalucía,430410,1.0,641481,0.98631571340491186,844697,0.92201033240298769,1059804,0.83777581557934611,405992,0.29311089195546358,197310,0.12147633363234001,41818,0.066818354675111769,611,0.0033586007112977609,3622123,7062213,0.51288781575973419,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210610.ods
10/6/21,Aragón,100530,1.0,117496,0.98773485771930558,147423,0.9428012304386475,160360,0.80881240353868034,61367,0.28550359862847358,34456,0.14906982780998529,7753,0.086936532854900203,75,0.0029873337050904166,629460,1132764,0.55568503236331668,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210610.ods
10/6/21,Asturias,88251,1.0,112955,1.0,139860,0.93456819821987014,135637,0.83394509514586979,51995,0.31136035642212551,21103,0.13605885159443462,4741,0.087506229350855502,59,0.0037910428580607853,554601,901209,0.61539665049949566,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210610.ods
10/6/21,Baleares,50553,1.0,76840,0.95434447811615086,98248,0.83807184106592969,125143,0.75479652828458899,71387,0.34624973323244668,27599,0.10702181617949294,4637,0.054019734619462016,46,0.0019742489270386265,454453,986279,0.46077529786196403,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210610.ods
10/6/21,Canarias,90999,1.0,146415,0.94747979369835178,204893,0.87154390621543909,252565,0.72056020906559548,124359,0.32057567977232654,51881,0.1167210739571686,8556,0.052202881042593303,100,0.0022546897546897545,879768,1871033,0.47020442718006578,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210610.ods
10/6/21,Cantabria,42082,1.0,55434,1.0,72464,0.93689314112095157,69430,0.77175314570272557,22203,0.22709652343789954,12862,0.13332365867816567,1886,0.053985973951624446,15,0.0013900472616068947,276376,501384,0.55122620586217352,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210610.ods
10/6/21,Castilla y Leon,228159,1.0,247934,1.0,304783,0.95670721180255824,280002,0.73457598216042497,58135,0.16001706555098333,48685,0.12960374821972873,9578,0.066319535804794286,126,0.0030970406056434964,1177402,2092873,0.56257689788152454,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210610.ods
10/6/21,Castilla - La Mancha,137062,1.0,156634,0.98449412637255584,206673,0.94611433593964589,258154,0.83958527114134995,102799,0.31094206076738101,41817,0.11084398027885278,8240,0.055110421487713855,117,0.0027617788688509112,911496,1719964,0.52995062687358574,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210610.ods
10/6/21,Cataluña,454123,1.0,606839,0.95521272107944066,717770,0.85695285487783912,841021,0.77032094377988236,308064,0.23395696238100483,186074,0.12514468302899176,51753,0.093028063187109489,994,0.0062177851173497471,3166638,6531658,0.48481380990860207,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210610.ods
10/6/21,C. Valenciana,294056,1.0,427028,0.9752570444569294,526588,0.90677218938986925,579466,0.77022439501604345,151892,0.17836324607674134,109565,0.11982449290720806,22091,0.062610179291111401,222,0.0021543149375539794,2110908,4269305,0.49443832192827636,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210610.ods
10/6/21,Extremadura,77943,1.0,95171,1.0,127978,1.0,143967,0.85078834152798788,38851,0.24358910053042748,23741,0.12346841130827318,2983,0.039204605193985914,76,0.0036271655610175153,510710,911213,0.56047268860299404,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210610.ods
10/6/21,Galicia,240215,1.0,286926,0.99021265728425401,331496,0.95552090209179452,368890,0.90884453631411544,92338,0.20833399139481207,49578,0.11121554657759493,6844,0.044806703983763789,47,0.0010678420502567365,1376334,2362643,0.58253997747437936,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210610.ods
10/6/21,La Rioja,23282,1.0,28416,1.0,36586,0.96998780423140141,38878,0.8156680093991272,11000,0.20775492473605681,7634,0.13963527281374039,1581,0.074681152574397738,11,0.0017499204581609927,147388,270788,0.54429295242034359,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210610.ods
