date_pub,ccaa,Personas pauta completa >=80 años,%,Personas pauta completa 70-79 años,%.1,Personas pauta completa 60-69 años,%.2,Personas pauta completa 50-59 años,%.3,Personas pauta completa 40-49 años,%.4.1,Personas pauta completa 25-39 años,%.4.2,18-24 años,%.5,16-17 años,%.6,Total Personas pauta completa,Total Población INE Población a Vacunar (1),% pauta completa sobre Población a Vacunar INE,source_name,source
16/6/21,Andalucía,422336,1.0,630098,0.96881366460582341,227535,0.24836079799420835,592279,0.46819697064317511,174685,0.12611597312567774,158731,0.097724696740129541,26825,0.04286198202113619,485,0.0026659923813083701,2232974,7062213,0.31618615864460614,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Aragón,98585,0.99775319562379183,115125,0.96780295069564126,47464,0.30354230752012895,74593,0.37622688711125457,34499,0.16050301707894651,24882,0.10764904386951631,6179,0.069286835613366224,56,0.0022305424998008442,401383,1132764,0.35433947406520688,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Asturias,86871,0.98912622685765039,110788,1.0,33379,0.2230441290460535,82108,0.50482953672107966,27594,0.16524045918092375,19762,0.12741292826656006,4539,0.083777847505491054,42,0.0026987084752297117,365083,901209,0.40510358862372658,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Baleares,49635,1.0,75238,0.93444781161508272,12171,0.10382066177035085,84006,0.50667985548592553,36493,0.17700269677744795,22736,0.088164354239535905,3606,0.042008877083843009,40,0.0017167381974248926,283925,986279,0.2878749319411647,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Canarias,88243,0.97791347134181483,141999,0.91890300328089514,51949,0.22097306586357682,160081,0.45670618980234629,64980,0.16750703746094595,35734,0.080393802293430405,6249,0.038127139274797286,71,0.0016008297258297258,549306,1871033,0.2935843461873735,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Cantabria,41537,1.0,54784,1.0,25151,0.32517939104014482,28908,0.32132853141256501,9520,0.097372377747547798,7505,0.077794593249854882,1379,0.039473307571203667,8,0.00074135853952367716,168792,501384,0.33665214685749845,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Castilla y Leon,225022,1.0,245268,0.99942137647202645,120779,0.37912265557561015,117136,0.3073024201482259,47241,0.13003124096833241,38632,0.10284177880711842,6921,0.047922061735746632,114,0.0028020843574869726,801113,2092873,0.38278146834518867,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Castilla - La Mancha,134827,0.99728538248738852,154453,0.97078585301160902,54761,0.25068667484572704,142153,0.4623192553613592,44323,0.13406633293507358,23907,0.063370089593383874,5670,0.037921855562540963,104,0.0024549145500896989,560198,1719964,0.32570332867432111,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Cataluña,445444,0.99608225476077605,591308,0.9307656951449097,105028,0.12539399033410381,518291,0.47472109765703713,169073,0.12840125915603132,149634,0.10063684072121926,38940,0.069996189216200863,684,0.004278636841315118,2018402,6531658,0.30901832275970359,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,C. Valenciana,288820,1.0,415221,0.94829192759362535,213410,0.3674870162967861,254197,0.33787785744097704,79545,0.093407845108197857,58133,0.063576481962074813,10591,0.030016948480021767,157,0.0015235470504323186,1320074,4269305,0.3092011463224108,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Extremadura,76541,1.0,90628,0.98641647437851021,54473,0.43475103154903949,76192,0.45026475037821484,24001,0.1504821497987385,17420,0.090595161323875101,2099,0.027586478814004837,68,0.0032453586598577768,341422,911213,0.37468956215506144,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Galicia,238269,1.0,284431,0.98160214244794008,116317,0.33527802678949753,225262,0.55498424446092409,44806,0.10109178039849195,35540,0.079724888566858762,3870,0.025336344888539725,41,0.00093152178852183392,948536,2362643,0.40147241881232165,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,La Rioja,22986,1.0,28129,1.0,16333,0.4330293228697174,17288,0.36270560590802281,5447,0.10287646136702741,4179,0.076439062757220469,804,0.037978271138403401,10,0.001590836780146357,95176,270788,0.35147790891767727,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Madrid,365273,1.0,492919,0.93696407967594342,224183,0.31874828492740886,443457,0.45586425749627613,141599,0.12144298614631067,139625,0.10359736037264629,26360,0.054949178263806082,419,0.0030840344175296812,1833835,5695623,0.3219726797226572,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Murcia,71759,1.0,95742,0.93044636002293513,44591,0.30352803436140741,84611,0.39675788723412236,48465,0.19068921965556723,28823,0.097011861006771949,6899,0.058137477141918144,128,0.0036874855957593914,381018,1237479,0.30789855827856472,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
16/6/21,Navarra,41770,1.0,54994,0.98569687410381412,20414,0.27644764638968639,51784,0.5355451217242021,18787,0.1739504823984741,12701,0.11041851407507867,2255,0.046490052571899802,9,0.00064720264633970944,202714,552935,0.36661452069411415,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210616.ods
