date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
18/3/21,Andalucía,899820,111200,343800,1354820,1163449,0.8587480255679721,406759,17/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Aragón,165285,21700,54000,240985,194938,0.8089217171193228,66924,17/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Asturias,161195,20700,41500,223395,177134,0.7929183732849885,68103,17/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Baleares,86940,11100,47500,145540,117035,0.8041431908753607,32845,17/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Canarias,186000,22900,88400,297300,228382,0.7681870164816683,73061,17/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Cantabria,79125,9700,23600,112425,85106,0.7570024460751612,31378,17/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Castilla y Leon,364755,47700,97300,509755,389307,0.7637139410108778,129760,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Castilla La Mancha,239715,31000,83100,353815,254487,0.7192657179599509,86593,17/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Cataluña,819620,105400,316100,1241120,915213,0.737408953203558,260858,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,C. Valenciana,450640,57800,205400,713840,530413,0.7430418581194665,176797,17/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Extremadura,143405,17800,43200,204405,156742,0.7668207724859959,57469,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Galicia,313675,41400,109800,464875,370076,0.7960763646141436,108250,17/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,La Rioja,41015,4800,12900,58715,48465,0.8254279145022566,15104,17/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Madrid,667995,85200,275500,1028695,814603,0.7918800033051585,210252,17/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Murcia,162185,19800,61300,243285,185005,0.7604455679552787,58598,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Navarra,76785,9700,26800,113285,90919,0.8025687425519707,29319,17/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,País Vasco,238500,30800,90200,359500,254750,0.7086230876216968,69823,17/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Ceuta,5490,900,3500,9890,9424,0.952881698685541,2541,17/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Melilla,4320,800,3500,8620,7915,0.9182134570765661,2379,17/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
18/3/21,Totales,5106465,650400,1927400,7684265,5993363,0.77995266951361,1886813,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210318.ods
