date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
24/8/21,Andalucía,8704890,1658600,1805800,525450,12694740,11548836,0.9097339528024994,6434931,5694536,23/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210824.ods
24/8/21,Aragón,1414845,237600,285700,64700,2002845,1824300,0.9108543097443886,1007413,920561,23/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210824.ods
24/8/21,Asturias,1129955,155400,235900,49700,1570955,1553978,0.9891931977682366,837567,775001,23/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210824.ods
24/8/21,Baleares,1165680,278700,256400,62400,1763180,1477953,0.8382314908290702,810975,749761,23/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210824.ods
24/8/21,Canarias,2160960,443900,503700,133650,3242210,2868549,0.8847511419679787,1593821,1420762,23/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210824.ods
24/8/21,Cantabria,624345,99000,130200,24950,878495,795123,0.9050967848422586,438587,387431,23/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210824.ods
24/8/21,Castilla y Leon,2649765,373900,514400,112850,3650915,3421168,0.9370713916922196,1896751,1708440,23/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210824.ods
24/8/21,Castilla La Mancha,2135115,387800,460900,101375,3085190,2746785,0.8903130763421377,1546217,1350653,23/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210824.ods
24/8/21,Cataluña,8092340,1535500,1698100,439500,11765440,9976690,0.847965736938015,5593132,4957377,23/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210824.ods
24/8/21,C. Valenciana,5349430,1057200,906800,307250,7620680,6747401,0.8854066828681955,3879583,3260475,23/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210824.ods
