date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
7/9/21,Andalucía,9306270,1936600,1805800,525450,13574120,12204444,0.8990965160172446,6630781,6217730,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,Aragón,1508445,275200,265100,64700,2113445,1902426,0.9001540139440581,1041436,980038,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,Asturias,1200155,162000,235900,49700,1647755,1615726,0.9805620374388183,863015,823587,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,Baleares,1262790,305100,256400,62400,1886690,1533749,0.8129311121593903,829758,791347,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,Canarias,2324760,574700,503700,133650,3536810,3039648,0.8594320871067431,1639933,1560727,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,Cantabria,666465,114900,125200,24950,931515,844496,0.9065833615132338,463790,418094,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,Castilla y Leon,2817075,412400,481200,112850,3823525,3571921,0.934195800995155,1950474,1811957,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,Castilla La Mancha,2280195,446800,411700,101375,3240070,2881494,0.8893307860632641,1581402,1459369,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,Cataluña,8368460,1604900,1514300,375750,11863410,10472665,0.8827702153090891,5698303,5392839,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,C. Valenciana,5719150,1213700,863900,307250,8104000,7194163,0.8877298864758144,3982172,3651240,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,Extremadura,1210445,218200,186000,51750,1666395,1618410,0.9712043063019272,883181,818483,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,Galicia,3102379,507400,573400,122700,4305879,4174964,0.969596219494324,2269705,2107096,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,La Rioja,369785,67600,53300,15200,505885,452450,0.8943732271168349,252413,232900,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,Madrid,7602579,1645800,1220900,381450,10850729,9252611,0.8527179141604219,5160943,4755930,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,Murcia,1687865,398000,253100,68300,2407265,2120345,0.8808107956539891,1156027,1082848,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,Navarra,734325,151500,136600,32750,1055175,936563,0.8875902101547136,511771,485045,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
7/9/21,País Vasco,2484900,526100,444200,110850,3566050,3190412,0.8946627220594214,1766058,1635087,6/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210907.ods
