date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
10/12/21,Andalucía,10486800,2119500,1537200,333500,14477000,13970155,0.9649896387373075,6912829,6803132,1010183,9/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211210.ods
10/12/21,Aragón,1675761,328490,255200,63565,2323016,2199109,0.9466611508487243,1077702,1057482,191153,9/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211210.ods
10/12/21,Asturias,1447025,291040,220900,43000,2001965,1880038,0.9390963378480642,876035,867845,210528,9/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211210.ods
10/12/21,Baleares,1318884,335070,225400,56420,1935774,1748168,0.9030847609276703,875548,855954,115772,9/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211210.ods
10/12/21,Canarias,2403150,624700,455800,133650,3617300,3378103,0.9338741602852957,1698815,1653675,199682,9/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211210.ods
10/12/21,Cantabria,844305,122900,125200,22200,1114605,1015114,0.9107387819003144,486611,480476,92102,8/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211210.ods
10/12/21,Castilla y Leon,3867399,611570,466170,97620,5042759,4227565,0.838343652750409,2021067,1982358,454572,9/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211210.ods
10/12/21,Castilla La Mancha,2490795,581270,382100,93735,3547900,3335492,0.9401313453028552,1638016,1577167,292454,9/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211210.ods
10/12/21,Cataluña,8469080,2054900,1514300,375750,12414030,12107848,0.9753358095638563,6093587,5939132,818435,9/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211210.ods
10/12/21,C. Valenciana,6256180,1543650,863900,213125,8876855,8168371,0.920187498838271,4093220,4029904,506266,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211210.ods
