date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
24/6/21,Andalucía,4682430,673500,1364600,275800,6996330,6863550,0.9810214784036774,4364969,2625709,23/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210624.ods
24/6/21,Aragón,847395,118900,214400,43100,1223795,1138644,0.930420536119203,707121,478720,23/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210624.ods
24/6/21,Asturias,733325,100000,164400,33300,1031025,1025016,0.9941718193060304,647329,415860,23/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210624.ods
24/6/21,Baleares,611100,86600,188800,38100,924600,840252,0.9087735236859182,535843,343504,23/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210624.ods
24/6/21,Canarias,1194540,163500,350900,70900,1779840,1621421,0.9109925611290902,1029191,668307,23/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210624.ods
24/6/21,Cantabria,373965,52100,93900,18950,538915,487352,0.904320718480651,312034,188676,22/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210624.ods
24/6/21,Castilla y Leon,1718445,242600,386100,78050,2425195,2202734,0.908270881310575,1375247,899631,23/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210624.ods
24/6/21,Castilla La Mancha,1226025,174300,328900,66675,1795900,1683722,0.937536611169887,1076923,669120,23/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210624.ods
24/6/21,Cataluña,4475870,644000,1254300,253350,6627520,6149284,0.9278408816570904,3903879,2399344,23/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210624.ods
24/6/21,C. Valenciana,2838610,407600,815300,164800,4226310,3812918,0.902186067751774,2401306,1554560,23/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210624.ods
