date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
23/11/21,Andalucía,9935730,2019500,1537200,333500,13825930,13573770,0.9817618055349622,6878837,6776720,675656,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Aragón,1575141,293490,255200,63565,2187396,2122786,0.9704625957074073,1070223,1052429,128009,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Asturias,1374485,161040,220900,43000,1799425,1797895,0.9991497283854565,874483,866798,131343,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Baleares,1318950,305100,227400,57600,1909050,1703536,0.8923475026845813,864768,848568,86653,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Canarias,2403150,574700,455800,133650,3567300,3249329,0.9108650800325175,1688430,1648222,86939,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Cantabria,768255,114900,125200,22200,1030555,973980,0.9451023962816153,484447,479136,54345,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Castilla y Leon,3274545,410240,467030,100375,4252190,4043581,0.9509408093241365,2010791,1974980,292474,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Castilla La Mancha,2360925,446270,382100,93735,3283030,3210599,0.9779377587167951,1627112,1569614,187417,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Cataluña,8469080,1604900,1514300,375750,11964030,11643335,0.9731950688856514,6019306,5898878,456605,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,C. Valenciana,6197680,1213650,863900,213125,8488355,8072359,0.9509921533677609,4090458,4026914,415704,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Extremadura,1377755,218200,186000,51750,1833705,1829686,0.9978082625067827,900608,886993,133769,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Galicia,3663979,527400,573400,122700,4887479,4695906,0.9608033098454234,2315438,2294891,297226,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,La Rioja,421265,67600,53240,15200,557305,513126,0.9207274293250554,261413,256672,30806,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Madrid,7637685,1645800,1222100,321450,10827035,10378762,0.958596882710733,5390198,5279404,435861,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Murcia,1687865,398000,253010,68300,2407175,2341713,0.9728054669893133,1199406,1171306,100933,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Navarra,762405,151500,136600,23750,1074255,1054401,0.9815183545806163,530163,523753,70092,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,País Vasco,2748150,526100,444200,101300,3819750,3557453,0.9313313698540481,1821378,1790882,185141,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Ceuta,97920,22270,18100,3935,142225,119909,0.8430936895763754,63129,60582,4390,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Melilla,96750,23500,15100,5750,141100,106472,0.7545854004252304,58372,55949,2755,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Fuerzas Armadas,48138,58300,103800,2000,212238,177489,0.8362734288864389,95212,89028,0,19/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Sanidad Exterior,0,5240,0,4375,9615,7553,0.7855434217368695,5741,5524,0,22/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
23/11/21,Totales,56219853,10787700,9054580,2157010,78219143,75173640,0.9610644800851372,38249913,37557243,3776118,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211123.ods
