date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
5/2/21,Andalucía,400230,16600,416830,363482,0.8720149701317084,131693,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Aragón,68175,2900,71075,72656,1.0222441083362646,23488,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Asturias,69935,2900,72835,68626,0.9422118486991145,28740,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Baleares,35460,1500,36960,31496,0.8521645021645021,9922,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Canarias,79530,3200,82730,79839,0.965054998186873,24049,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Cantabria,33495,1300,34795,29864,0.8582842362408392,8806,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Castilla y Leon,149475,6200,155675,151008,0.9700208768267223,56665,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Castilla La Mancha,101655,4200,105855,102033,0.9638940059515375,30345,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Cataluña,345770,14300,360070,308695,0.8573194101146999,107877,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,C. Valenciana,175690,7000,182690,182225,0.9974547046910066,75577,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Extremadura,62675,2500,65175,61952,0.9505485232067511,21662,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Galicia,108925,4500,113425,96947,0.8547233854970244,37720,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,La Rioja,17615,600,18215,16622,0.9125446060938787,6521,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Madrid,280725,11600,292325,246003,0.8415393825365604,67334,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Murcia,73265,3000,76265,72359,0.9487838458008261,20388,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Navarra,33495,1300,34795,31446,0.9037505388705274,9016,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,País Vasco,91080,3600,94680,68359,0.7220004224757076,21112,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Ceuta,1980,200,2180,2156,0.9889908256880734,921,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Melilla,1980,200,2180,2392,1.0972477064220183,1073,4/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
5/2/21,Totales,2131155,87600,2218755,1988160,0.8960700933631699,682909,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210205.ods
