date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
18/3/22,Andalucía,11421630,1062000,3319540,1537200,333500,17673870,17080617.5,0.9664333561353569,7460661,7230578,4067800,16/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220318.ods
18/3/22,Aragón,1847643,149990,466570,254040,58045,2776288,2621146.0,0.9441189098537327,1146999,1117915,674359,16/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220318.ods
18/3/22,Asturias,1575485,114000,510430,220790,42940,2463645,2272825.5,0.9225458619241003,925866,908452,707626,16/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220318.ods
18/3/22,Baleares,1317804,125910,541580,225400,50095,2260789,2022385.5,0.8945485403547169,926441,904863,461503,16/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220318.ods
18/3/22,Canarias,2807838,232640,810350,455710,132660,4439198,4109009.0,0.9256196727426891,1815936,1744484,956967,16/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220318.ods
18/3/22,Cantabria,925035,60000,175400,120490,22145,1303070,1252603.5,0.9612710752300337,518615,508908,347351,16/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220318.ods
18/3/22,Castilla y Leon,4086183,281990,749440,459370,95315,5672298,5262886.5,0.9278226390785533,2143948,2099818,1462083,15/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220318.ods
18/3/22,Castilla La Mancha,2763405,258000,840660,380370,91910,4334345,3943107.5,0.9097354963668097,1757051,1687534,1039503,16/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220318.ods
18/3/22,Cataluña,8673200,690000,3238880,1485670,355800,14443550,14013078.5,0.9701962813851165,6476938,6279312,3601754,16/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220318.ods
18/3/22,C. Valenciana,6731200,546000,2144530,863900,213125,10498755,10026525.5,0.955020428612726,4433985,4309508,2859350,16/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220318.ods
