date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
8/3/21,Andalucía,739530,73300,208600,1021430,933763,0.9141722878709261,255704,7/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Aragón,130185,12600,32700,175485,153194,0.8729748981394421,50190,6/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Asturias,128435,12700,25200,166335,133011,0.7996573180629453,44596,7/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Baleares,65880,6500,28800,101180,84205,0.8322296896619885,24425,7/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Canarias,148560,14300,53700,216560,175271,0.8093415219800517,54926,7/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Cantabria,62745,5900,14300,82945,68014,0.8199891494363735,21002,5/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Castilla y Leon,285195,27300,59000,371495,306277,0.8244444743536252,99651,7/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Castilla La Mancha,190575,18600,50400,259575,201466,0.7761379177501685,72611,7/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Cataluña,651140,63400,191900,906440,774027,0.8539197299324831,202956,7/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,C. Valenciana,340660,31700,124700,497060,394021,0.7927030941938599,113077,4/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Extremadura,115325,10900,26200,152425,129802,0.8515794653108086,45432,7/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Galicia,222415,19900,66700,309015,270942,0.8767923887189942,75257,7/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,La Rioja,31655,2700,7800,42155,34780,0.8250504092041276,10988,7/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Madrid,529935,51300,167200,748435,643424,0.8596925584720116,179265,7/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Murcia,134105,13400,37200,184705,147188,0.7968815137651931,51349,7/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Navarra,62745,5900,16200,84845,73784,0.8696328599210325,24241,7/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,País Vasco,177660,16000,54800,248460,175424,0.7060452386702085,54348,7/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Ceuta,5490,600,2200,8290,7634,0.9208685162846804,1818,5/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Melilla,4320,600,2200,7120,5964,0.8376404494382023,1652,6/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
8/3/21,Totales,4026555,387600,1169800,5583955,4712191,0.8438805470316291,1383488,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210308.ods
