date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
17/3/21,Andalucía,899820,111200,343800,1354820,1135990,0.8384803885386989,383206,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Aragón,165285,21700,54000,240985,188111,0.7805921530385709,62676,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Asturias,161195,20700,41500,223395,171655,0.768392309586159,63411,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Baleares,86940,11100,47500,145540,112889,0.7756561769960149,31581,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Canarias,186000,22900,88400,297300,223811,0.752811974436596,69334,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Cantabria,79125,9700,23600,112425,81573,0.7255770513675784,28065,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Castilla y Leon,364755,47700,97300,509755,389307,0.7637139410108778,129760,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Castilla La Mancha,239715,31000,83100,353815,245270,0.693215380919407,82563,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Cataluña,819620,105400,316100,1241120,915213,0.737408953203558,260858,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,C. Valenciana,450640,57800,205400,713840,486769,0.6819021069147148,154732,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Extremadura,143405,17800,43200,204405,156742,0.7668207724859959,57469,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Galicia,313675,41400,109800,464875,360302,0.7750513578919064,102070,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,La Rioja,41015,4800,12900,58715,47744,0.8131482585370008,14619,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Madrid,667995,85200,275500,1028695,803199,0.7807941129294883,203552,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Murcia,162185,19800,61300,243285,185005,0.7604455679552787,58598,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Navarra,76785,9700,26800,113285,87756,0.7746480116520281,28816,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,País Vasco,238500,30800,90200,359500,248786,0.6920333796940195,68401,16/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Ceuta,5490,900,3500,9890,9278,0.9381193124368049,2533,12/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Melilla,4320,800,3500,8620,7685,0.8915313225058005,2371,15/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
17/3/21,Totales,5106465,650400,1927400,7684265,5857085,0.7622179870163249,1804615,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210317.ods
