date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
14/1/22,Andalucía,10796850,534000,2819500,1537200,333500,16021050,15351481.0,0.9582069215188768,7222727,6874385,2386104,13/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220114.ods
14/1/22,Aragón,1731861,72000,408490,254710,59180,2526241,2441357.5,0.9663992865288783,1131665,1070073,491375,13/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220114.ods
14/1/22,Asturias,1477445,42000,491040,220900,43000,2274385,2145536.5,0.9433479819819424,914828,871004,583123,13/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220114.ods
14/1/22,Baleares,1318884,72000,467070,225400,56420,2139774,1895032.0,0.8856225003201272,912323,873704,307264,13/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220114.ods
14/1/22,Canarias,2580990,114000,674700,455800,133650,3959140,3805439.5,0.9611783114514768,1782533,1670116,681982,13/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220114.ods
14/1/22,Cantabria,868875,30000,155400,120490,22145,1196910,1155113.0,0.9650792457244071,512565,486291,253339,13/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220114.ods
14/1/22,Castilla y Leon,3987903,114000,611570,466170,95310,5274953,4906809.0,0.9302090464123567,2116491,1999029,1112100,13/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220114.ods
14/1/22,Castilla La Mancha,2608965,126000,841270,382100,93735,4052070,3652014.0,0.9012712021263206,1717583,1593138,747860,13/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220114.ods
14/1/22,Cataluña,8573438,480000,3208880,1485670,355800,14103788,13250382.0,0.9394910076640404,6387590,6041771,2680481,13/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220114.ods
14/1/22,C. Valenciana,6538150,402000,2043650,863900,213125,10060825,9198348.5,0.9142737797347633,4279547,4082759,1822710,13/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220114.ods
