date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
2/2/21,Andalucía,324180,6800,330980,313286,0.9465405764698773,90764,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Aragón,55305,1200,56505,56482,0.999592956375542,11119,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Asturias,58235,1200,59435,58177,0.9788340203583747,19503,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Baleares,29610,600,30210,25963,0.8594174114531612,5026,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Canarias,64320,1300,65620,67783,1.0329625114294423,14647,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Cantabria,27645,500,28145,25067,0.8906377686978149,4261,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Castilla y Leon,121395,2500,123895,126362,1.019912022276928,35051,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Castilla La Mancha,82935,1700,84635,88888,1.050251078159154,21360,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Cataluña,280250,5800,286050,261562,0.9143925887082678,69431,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,C. Valenciana,142930,2900,145830,147945,1.0145031886443119,44979,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Extremadura,50975,1000,51975,49703,0.9562866762866763,10776,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Galicia,87865,1800,89665,87736,0.9784865889700552,29065,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,La Rioja,14105,200,14305,13215,0.9238028661307235,3478,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Madrid,228075,4700,232775,199495,0.8570293201589517,24312,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Murcia,59225,1200,60425,60731,1.0050641290856435,12580,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Navarra,27645,500,28145,26779,0.9514656244448392,6320,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,País Vasco,74700,1400,76100,59582,0.7829434954007884,14059,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Ceuta,1980,200,2180,1950,0.8944954128440367,748,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Melilla,1980,200,2180,2348,1.0770642201834861,1040,1/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
2/2/21,Totales,1733355,35700,1769055,1673054,0.9457331739261923,418519,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210202.ods
