date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
8/2/21,Andalucía,400230,16600,416830,378943,0.909106830122592,143552,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Aragón,68175,2900,71075,74650,1.0502989799507563,24380,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Asturias,69935,2900,72835,71784,0.9855701242534496,31467,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Baleares,35460,1500,36960,35683,0.9654491341991343,13430,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Canarias,79530,3200,82730,84330,1.0193400217575246,28158,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Cantabria,33495,1300,34795,34215,0.9833309383532116,12427,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Castilla y Leon,149475,6200,155675,161020,1.034334350409507,62928,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Castilla La Mancha,101655,4200,105855,104988,0.9918095508006235,32129,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Cataluña,345770,14300,360070,317222,0.8810009164884606,120742,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,C. Valenciana,175690,7000,182690,190902,1.0449504625321584,83171,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Extremadura,62675,2500,65175,68006,1.0434369006520905,26605,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Galicia,108925,4500,113425,110996,0.9785849680405554,51424,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,La Rioja,17615,600,18215,17803,0.977381279165523,7561,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Madrid,280725,11600,292325,266831,0.9127888480287352,86645,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Murcia,73265,3000,76265,75792,0.9937979413885792,24312,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Navarra,33495,1300,34795,34273,0.9849978445178905,11439,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,País Vasco,91080,3600,94680,72979,0.7707963667089143,24002,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Ceuta,1980,200,2180,2218,1.0174311926605504,964,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Melilla,1980,200,2180,2398,1.1,1071,7/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
8/2/21,Totales,2131155,87600,2218755,2105033,0.9487451295884404,786407,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210208.ods
