date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
10/8/21,Andalucía,7603920,1305500,1805800,525450,11240670,10697370,0.9516665821521315,6055942,4938541,9/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210810.ods
10/8/21,Aragón,1267425,179500,285700,64700,1797325,1713696,0.9534702961345333,959309,849085,9/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210810.ods
10/8/21,Asturias,1050395,143200,235900,49700,1479195,1457669,0.9854474900199095,803415,697162,9/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210810.ods
10/8/21,Baleares,1015920,222200,256400,62400,1556920,1387626,0.891263520283637,787142,679306,9/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210810.ods
10/8/21,Canarias,1890690,370400,503700,133650,2898440,2673767,0.9224848539214198,1542328,1269785,9/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210810.ods
10/8/21,Cantabria,558825,78400,130200,24950,792375,742153,0.936618394068465,410333,360702,9/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210810.ods
10/8/21,Castilla y Leon,2461395,344800,514400,112850,3433445,3208377,0.9344483456120601,1797411,1578958,9/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210810.ods
10/8/21,Castilla La Mancha,1901115,282900,460900,101375,2746290,2554432,0.9301392059833448,1440137,1189070,9/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210810.ods
10/8/21,Cataluña,7104860,1128200,1698100,439500,10370660,9406558,0.9070356177909603,5309412,4608129,9/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210810.ods
10/8/21,C. Valenciana,4600630,731500,906800,307250,6546180,6048528,0.9239782590762857,3447961,2948549,9/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210810.ods
10/8/21,Extremadura,1017395,141700,228000,51750,1438845,1426834,0.9916523322526054,788026,709256,9/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210810.ods
10/8/21,Galicia,2689945,368300,595400,131800,3785445,3646647,0.963333769213395,2006531,1800770,9/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210810.ods
10/8/21,La Rioja,307775,43100,61400,15200,427475,391024,0.9147295163459851,224962,193224,9/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210810.ods
