date_pub,ccaa,Personas pauta completa >=80 años,%,Personas pauta completa 70-79 años,%.1,Personas pauta completa 60-69 años,%.2,Personas pauta completa 50-59 años,%.3,Personas pauta completa 40-49 años,%.4.1,Personas pauta completa 25-39 años,%.4.2,18-24 años,%.5,16-17 años,%.6,Total Personas pauta completa,Total Población INE Población a Vacunar (1),% pauta completa sobre Población a Vacunar INE,source_name,source
18/6/21,Andalucía,422618,1.0,631433,0.97086630759508652,236774,0.25844542415136434,676966,0.53514210436032283,182514,0.13176821546818529,165453,0.10186317889854316,30642,0.048960926489903266,500,0.0027484457539261545,2346900,7062213,0.33231792923832798,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Aragón,98715,0.99906889188012993,115696,0.97260308520028582,47985,0.30687421258961289,100532,0.50705617705506745,37997,0.17677709904486305,27018,0.11689019641775547,6514,0.073043283247364879,59,0.0023500358480044612,434516,1132764,0.38358916773485036,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Asturias,86932,0.98982078200077428,111038,1.0,33939,0.22678614385374068,90234,0.55479110947154842,28935,0.17327073589910955,19935,0.12852832329692718,4559,0.084146994222853877,46,0.0029557283300134934,375618,901209,0.41679344081117697,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Baleares,49723,1.0,75494,0.93762730388991011,13623,0.11620646416050362,93782,0.56564352792873207,37773,0.18321110529072812,23905,0.092697435261088409,3865,0.045026153613159522,40,0.0017167381974248926,298205,986279,0.30235359365858949,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Canarias,88350,0.97909925085331795,142106,0.91959542098349201,57575,0.24490412264134892,175206,0.49985735153147398,68876,0.17755024179994019,36627,0.082402859926162073,6568,0.040073459874678918,74,0.0016684704184704185,575382,1871033,0.30752103249915957,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Cantabria,41559,1.0,54889,1.0,26463,0.34214234921455816,34749,0.3862545018007203,9917,0.10143296955067557,7644,0.079235425823036734,1391,0.039816802633462142,8,0.00074135853952367716,176620,501384,0.35226493067190018,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Castilla y Leon,225103,1.0,245569,1.0,123057,0.3862732480577572,139728,0.36657178461336659,50310,0.13847868870508251,39610,0.10544530074937773,7176,0.049687720707371451,117,0.0028758234195261035,830670,2092873,0.39690415997530665,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Castilla - La Mancha,134897,0.99780315694483479,154777,0.97282229527155706,55956,0.25615718445001923,170162,0.55341195142416688,48744,0.14743878646723432,25562,0.06775698457297355,6121,0.040938214796880645,104,0.0024549145500896989,596323,1719964,0.34670667525599375,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,Cataluña,445861,0.9970147317954543,592961,0.93336764826253127,134615,0.16071820856176813,559760,0.51270402462034481,188467,0.1431298912857745,153444,0.10319926880005058,40491,0.072784173023964796,711,0.0044475304008407147,2116310,6531658,0.32400808493034999,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
18/6/21,C. Valenciana,288931,1.0,415833,0.94968962823903424,214863,0.36998904822911932,302769,0.40243960794009043,83428,0.097967561778700502,60755,0.066444001885432633,11234,0.031839335211459215,159,0.001542955293112985,1377972,4269305,0.32276260421778252,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210618.ods
