date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
30/7/21,Andalucía,6728760,1102600,1805800,476000,10113160,10061676,0.9949092074089602,5669482,4668302,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,Aragón,1166805,159500,285700,56900,1668905,1626247,0.9744395277142798,925543,790976,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,Asturias,976685,133000,235900,43750,1389335,1396906,1.0054493696624645,767916,677139,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,Baleares,912960,181400,256400,55550,1406310,1310456,0.9318400637128371,749962,634074,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,Canarias,1689450,300900,503700,120900,2614950,2496717,0.95478575116159,1451087,1177657,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,Cantabria,514365,71100,130200,24950,740615,700609,0.945982730568514,386495,334956,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,Castilla y Leon,2288235,320600,514400,102850,3226085,3044350,0.9436670143533106,1704546,1485543,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,Castilla La Mancha,1717425,253800,460900,89425,2521550,2424586,0.9615458745612817,1376915,1121423,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,Cataluña,6336170,967400,1698100,394000,9395670,8938127,0.9513027809618686,5015902,4389893,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,C. Valenciana,4048390,622400,1009800,307250,5987840,5727125,0.9564592574283882,3265803,2663300,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,Extremadura,937835,128800,228000,45550,1340185,1362253,1.0164663833724448,760628,668031,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,Galicia,2492215,341000,595400,116000,3544615,3499477,0.9872657538265792,1921556,1729486,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,La Rioja,277355,38400,61400,14150,391305,363407,0.9287052299357279,211746,175900,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,Madrid,5424045,904800,1309400,341800,7980045,7702194,0.9651817752907409,4544846,3714716,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,Murcia,1201145,207600,259900,88100,1756745,1684081,0.9586371385716197,971330,775081,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,Navarra,550635,85600,145700,28900,810835,783709,0.9665455980563247,442485,385183,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,País Vasco,1918620,265800,549600,97800,2831820,2718179,0.9598699776115713,1492648,1372881,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
30/7/21,Ceuta,68670,13700,18100,4150,104620,92240,0.8816669852800612,51465,46259,29/7/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210730.ods
