date_pub,ccaa,Personas pauta completa >=80 años,%,Personas pauta completa 70-79 años,%.1,Personas pauta completa 60-69 años,%.2,Personas pauta completa 50-59 años,%.3,Personas pauta completa 40-49 años,%.4.1,Personas pauta completa 25-39 años,%.4.2,18-24 años,%.5,16-17 años,%.6,Total Personas pauta completa,Total Población INE Población a Vacunar (1),% pauta completa sobre Población a Vacunar INE,source_name,source
9/6/21,Andalucía,421403,1.0,624083,0.95956523945195205,206673,0.22558934319492396,376294,0.29746067456587677,153430,0.11077066580801291,144369,0.088882554407618941,22907,0.036601655998440508,447,0.0024571105040099824,1949606,7062213,0.27606162544233653,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210609.ods
9/6/21,Aragón,98415,0.99603266975011895,114017,0.95848850405615571,45904,0.29356577794547445,46472,0.23439218020235442,24732,0.11506306323071698,19708,0.085264341957255338,5350,0.059991029378784484,49,0.0019517246873257388,354647,1132764,0.31308110074119588,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210609.ods
9/6/21,Asturias,86713,0.98732721517546052,109557,1.0,32473,0.21699008366075964,60320,0.37086907067539732,23316,0.13962261891216998,18876,0.1217005583422522,4363,0.080529356392698273,41,0.002634453511533766,335659,901209,0.37245411441741039,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210609.ods
9/6/21,Baleares,49432,0.99777966170118282,74392,0.92394058323811412,10688,0.091170424205201689,42816,0.25824351465949325,17945,0.08703897716469744,17945,0.06958608976198416,2558,0.029799974370624076,39,0.0016738197424892704,215815,986279,0.21881739345560436,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210609.ods
9/6/21,Canarias,87724,0.97216188660844893,139422,0.90222673767722983,38817,0.16511408299729469,105048,0.29969872643447298,40134,0.10345840937915675,28129,0.063284190538755919,4632,0.028261307268500725,64,0.001443001443001443,443970,1871033,0.23728603397160819,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210609.ods
9/6/21,Cantabria,41462,1.0,54448,1.0,20532,0.26545995216238927,14617,0.16247610155173181,9072,0.092790148206486719,7210,0.074736711170080433,834,0.023872906826964361,7,0.00064868872208321746,148182,501384,0.29554592886889092,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210609.ods
9/6/21,Castilla y Leon,224710,1.0,244016,0.99431970987327334,111628,0.35039786549478147,78577,0.20614415950678822,39073,0.10754875380190199,34556,0.09199110862649576,6447,0.044640013294373435,113,0.0027775046701405959,739120,2092873,0.35316046410842894,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210609.ods
9/6/21,Castilla - La Mancha,134588,0.99551755255410745,153468,0.96459481712874207,50222,0.22990789401402648,90878,0.2955593570922147,31030,0.093858229609352556,21249,0.056324550707734719,4683,0.031320643668320873,102,0.002407704654895666,486220,1719964,0.2826919633201625,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210609.ods
9/6/21,Cataluña,444219,0.99334296371166109,584328,0.91977862148429379,86653,0.10345589218514203,341256,0.31256846617450401,143924,0.10930203416732802,136522,0.091818321831550961,33806,0.060767621279991947,523,0.0032715308011810038,1771231,6531658,0.27117632307141615,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210609.ods
9/6/21,C. Valenciana,288300,1.0,409773,0.93584965125998598,186838,0.32173065531539724,147790,0.19644200581124874,52838,0.062046435600313768,48375,0.052904758311378544,7836,0.022208744055278118,151,0.0014653223223903191,1141901,4269305,0.26746765574256232,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210609.ods
9/6/21,Extremadura,76467,1.0,90336,0.98323827767861027,50535,0.40332170762268849,47493,0.28066494894099847,14592,0.091489335022007096,13610,0.070780720184726753,1569,0.020620860056776363,65,0.0031021810719228751,294667,911213,0.32337883678130142,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210609.ods
9/6/21,Galicia,237580,1.0,281073,0.9700133212774622,110240,0.31776137343014527,161005,0.39667248927662491,36395,0.082114791492280376,28706,0.064394559684869096,3124,0.020452387966872893,41,0.00093152178852183392,858164,2362643,0.36322203566091027,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210609.ods
