date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
26/5/21,Andalucía,2919240,447000,1054200,102800,4523240,4313832,0.9537039821013256,2953721,1407035,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Aragón,567765,84500,165600,16000,833865,782323,0.9381890353954178,508875,282947,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Asturias,520385,73600,127000,12400,733385,718289,0.9794159956912126,465035,260964,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Baleares,340830,54800,145800,14200,555630,509268,0.9165595810161439,367036,149997,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Canarias,710160,104800,271000,26400,1112360,976954,0.8782714229206372,695028,304895,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Cantabria,252285,36900,72500,6950,368635,340603,0.9239573019382316,225682,118973,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Castilla y Leon,1218855,180200,298300,29150,1726505,1572535,0.9108198354479136,986612,605433,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Castilla La Mancha,797805,121100,253800,24675,1197380,1127903,0.9419758138602615,761594,386322,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Cataluña,2853080,437200,969100,94450,4353830,3934853,0.9037681765250366,2736602,1236983,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,C. Valenciana,1783270,272700,629800,61400,2747170,2565940,0.9340302929924249,1756168,854060,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Extremadura,459305,66700,132400,12900,671305,635840,0.9471700642777873,421742,221940,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Galicia,1280095,182600,336600,32900,1832195,1761934,0.961652007564697,1170133,612386,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,La Rioja,133445,19500,39600,3900,196445,183177,0.9324594670263942,117954,68501,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Madrid,2357475,364200,844700,82300,3648675,3362398,0.9215394629557305,2291636,1117789,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Murcia,504995,77300,188100,18300,788695,686702,0.870681315337361,455195,239287,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Navarra,255795,38800,82300,8050,384945,373774,0.9709802699086882,251369,130646,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,País Vasco,925290,136200,276500,26950,1364940,1285690,0.9419388398024822,900275,408544,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Ceuta,24210,3800,11000,1050,40060,35726,0.8918122815776336,27799,8704,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Melilla,24210,3700,11000,1050,39960,33912,0.8486486486486486,26586,8305,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Fuerzas Armadas,21840,3400,66100,0,91340,79211,0.8672104225968907,68689,10522,25/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
26/5/21,Totales,17950335,2709000,5975400,575825,27210560,25280864,0.9290828266672939,17187731,8434233,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210526.ods
