date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
29/1/21,Andalucía,324180,6800,330980,282995,0.8550214514472173,67511,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Aragón,55305,1200,56505,53937,0.9545526944518185,9752,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Asturias,58235,1200,59435,52919,0.8903676285017246,16266,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Baleares,29610,600,30210,25041,0.8288977159880834,4369,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Canarias,64320,1300,65620,60180,0.917098445595855,8772,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Cantabria,27645,500,28145,21641,0.7689109966246225,924,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Castilla y Leon,121395,2500,123895,114743,0.9261309980225191,25020,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Castilla La Mancha,82935,1700,84635,77765,0.9188279080758551,12486,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Cataluña,280250,5800,286050,222572,0.7780877468973956,35424,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,C. Valenciana,142930,2900,145830,112272,0.7698827401769184,11317,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Extremadura,50975,1000,51975,41961,0.8073304473304473,4460,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Galicia,87865,1800,89665,78772,0.878514470529192,20268,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,La Rioja,14105,200,14305,10820,0.7563788885005243,1592,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Madrid,228075,4700,232775,183458,0.7881344646117495,10595,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Murcia,59225,1200,60425,55082,0.9115763342987174,9264,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Navarra,27645,500,28145,22430,0.79694439509682,3535,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,País Vasco,74700,1400,76100,53839,0.7074770039421814,9052,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Ceuta,1980,200,2180,1828,0.8385321100917431,628,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Melilla,1980,200,2180,1934,0.8871559633027523,631,28/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
29/1/21,Totales,1733355,35700,1769055,1474189,0.8333200494049082,251866,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210129.ods
