date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
12/4/21,Andalucía,1283580,168000,564800,2016380,1865200,0.9250240530058819,1325036,540164,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Aragón,250695,35300,88700,374695,312544,0.8341290916612177,210392,102152,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Asturias,241925,32700,68000,342625,301677,0.8804874133527909,204454,97223,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Baleares,140760,18000,78000,236760,218353,0.9222546038182126,161442,56911,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Canarias,276090,35800,145200,457090,387610,0.8479949244131353,272256,115354,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Cantabria,115395,15300,38800,169495,140961,0.8316528511165521,95615,45346,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Castilla y Leon,555465,78300,159900,793665,695126,0.8758430824088249,461886,233240,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Castilla La Mancha,356715,49600,136400,542715,483319,0.8905576591765475,331109,152210,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Cataluña,1220930,168400,519100,1908430,1733884,0.9085394800962048,1275968,457916,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,C. Valenciana,711550,96800,337500,1145850,1035842,0.9039944146266964,751735,284107,8/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Extremadura,211265,28100,70900,310265,299027,0.9637793499105604,212791,86236,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Galicia,532465,73600,180300,786365,732686,0.9317378062350181,546630,186056,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,La Rioja,59735,7800,21300,88835,82070,0.9238475825969494,57216,24854,10/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Madrid,996765,136100,452500,1585365,1419575,0.8954247129209992,987950,431625,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Murcia,228875,29400,100800,359075,285613,0.7954132145095036,186207,99406,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Navarra,113055,15400,44100,172555,157728,0.9140737735794384,109410,48318,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,País Vasco,384750,52900,148200,585850,535817,0.9145975932405906,400896,134921,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Ceuta,9000,1300,5800,16100,15799,0.981304347826087,12157,3642,9/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Melilla,9000,1200,5800,16000,13690,0.855625,10259,3431,10/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Fuerzas Armadas,19500,0,66100,85600,68476,0.7999532710280374,63151,5325,11/4/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
12/4/21,Totales,7717515,1044000,3232200,11993715,10784997,0.8992207168504505,7676560,3108437,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210412.ods
