date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
21/10/21,Andalucía,9434970,2019500,1528900,333500,13316870,12901983,0.9688450063716173,6832843,6721608,94695,20/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211021.ods
21/10/21,Aragón,1531845,275200,265100,64700,2136845,2000005,0.9359616631061214,1064833,1045000,17166,20/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211021.ods
21/10/21,Asturias,1224725,162000,220900,43000,1650625,1675116,1.0148374100719424,873035,863721,12447,20/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211021.ods
21/10/21,Baleares,1272150,305100,256400,57600,1891250,1603409,0.8478038334434898,854963,837122,5939,20/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211021.ods
21/10/21,Canarias,2358690,574700,455800,133650,3522840,3141732,0.8918179650509248,1671004,1629562,12465,20/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211021.ods
21/10/21,Cantabria,727305,114900,125200,22200,989605,919900,0.9295628053617352,481681,475359,7257,20/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211021.ods
21/10/21,Castilla y Leon,2916525,412400,481200,102200,3912325,3793355,0.9695909721201588,1999544,1959795,62850,20/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211021.ods
21/10/21,Castilla La Mancha,2330505,446800,394900,95075,3267280,3021580,0.9247998335006489,1615960,1553573,20607,20/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211021.ods
21/10/21,Cataluña,8368460,1604900,1514300,375750,11863410,11125422,0.9377929280029941,5952633,5816719,66732,20/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211021.ods
21/10/21,C. Valenciana,5797540,1213650,863900,213450,8088540,7648790,0.9456329572456834,4068208,3999906,37865,20/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211021.ods
