date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
5/8/21,Andalucía,7031790,1193300,1805800,525450,10556340,10423242,0.9873916527887506,5907554,4803766,4/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210805.ods
5/8/21,Aragón,1213605,170500,285700,64700,1734505,1677753,0.9672805786088826,944063,826415,4/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210805.ods
5/8/21,Asturias,1011785,139600,235900,49700,1436985,1430165,0.9952539518505761,786029,692422,4/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210805.ods
5/8/21,Baleares,952740,207700,256400,62400,1479240,1362438,0.9210391822827939,776139,663285,4/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210805.ods
5/8/21,Canarias,1776030,336900,503700,133650,2750280,2605695,0.9474289890483878,1508002,1232351,4/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210805.ods
5/8/21,Cantabria,535425,74900,130200,24950,765475,723057,0.9445860413468761,400551,350342,4/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210805.ods
5/8/21,Castilla y Leon,2371305,336200,514400,112850,3334755,3131154,0.9389457396420426,1758849,1523045,4/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210805.ods
5/8/21,Castilla La Mancha,1789965,267100,460900,101375,2619340,2500820,0.9547519604175098,1413541,1161622,4/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210805.ods
5/8/21,Cataluña,6608780,1038500,1698100,439500,9784880,9210709,0.9413205884998078,5182778,4515636,4/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210805.ods
5/8/21,C. Valenciana,4226230,670900,1009800,307250,6214180,5972074,0.9610397510210519,3410989,2900166,4/8/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210805.ods
