date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
29/11/21,Andalucía,10135800,2019500,1537200,333500,14026000,13713831,0.9777435476971339,6885527,6782104,804204,27/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211129.ods
29/11/21,Aragón,1575141,293490,255200,63565,2187396,2144459,0.9803707239109882,1071116,1052958,148246,26/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211129.ods
29/11/21,Asturias,1430645,191040,220900,43000,1885585,1826169,0.9684893547625804,874667,866958,159287,28/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211129.ods
29/11/21,Baleares,1318950,305100,227400,57600,1909050,1721463,0.9017380372436552,867240,850069,100974,27/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211129.ods
29/11/21,Canarias,2403150,574700,455800,133650,3567300,3292657,0.9230109606705351,1689996,1649241,127804,28/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211129.ods
29/11/21,Cantabria,823245,114900,125200,22200,1085545,991064,0.9129644556420968,484797,479435,70804,28/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211129.ods
29/11/21,Castilla y Leon,3867735,410000,466170,99375,4843280,4093117,0.8451126096364447,2012290,1976086,339434,28/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211129.ods
29/11/21,Castilla La Mancha,2461545,446270,382100,93735,3383650,3257796,0.9628052546805964,1629911,1569923,230319,28/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211129.ods
29/11/21,Cataluña,8469080,1604900,1514300,375750,11964030,11803806,0.9866078570515119,6035266,5906231,595225,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211129.ods
29/11/21,C. Valenciana,6197680,1213650,863900,213125,8488355,8168371,0.9623031788844835,4093220,4029904,506266,25/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211129.ods
