date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
9/9/21,Andalucía,9306270,1936600,1805800,525450,13574120,12289905,0.9053923937610688,6659490,6290321,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,Aragón,1508445,275200,265100,64700,2113445,1916902,0.9070034942948598,1045470,991865,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,Asturias,1200155,162000,235900,49700,1647755,1618852,0.9824591641354449,863654,826313,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,Baleares,1262790,305100,256400,62400,1886690,1538991,0.8157095230271004,831903,794991,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,Canarias,2324760,574700,503700,133650,3536810,3048319,0.8618837313850617,1643155,1567096,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,Cantabria,666465,114900,125200,24950,931515,851179,0.9137576957966324,465727,423588,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,Castilla y Leon,2817075,412400,481200,112850,3823525,3592268,0.9395173302123041,1956788,1827859,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,Castilla La Mancha,2280195,446800,411700,101375,3240070,2898267,0.8945075260719676,1585556,1472929,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,Cataluña,8368460,1604900,1514300,375750,11863410,10623451,0.8954803888595269,5763557,5485895,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,C. Valenciana,5719150,1213700,863900,307250,8104000,7342220,0.9059995064165844,4008273,3779021,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,Extremadura,1210445,218200,186000,51750,1666395,1628462,0.9772364895477963,884262,827762,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,Galicia,3102379,507400,573400,122700,4305879,4195381,0.974337876192062,2272809,2125136,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,La Rioja,369785,67600,53300,15200,505885,457507,0.9043695701592259,253174,237415,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,Madrid,7602579,1645800,1220900,381450,10850729,9327141,0.8595865770862031,5181330,4815697,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,Murcia,1687865,398000,253100,68300,2407265,2136404,0.8874818518110802,1160019,1095708,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,Navarra,734325,151500,136600,32750,1055175,944282,0.8949055843817376,513732,491886,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,País Vasco,2484900,526100,444200,110850,3566050,3212826,0.9009481078504228,1769549,1655396,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
9/9/21,Ceuta,95580,22400,18100,4150,140230,106261,0.7577622477358625,58768,54336,8/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210909.ods
