date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
18/11/21,Andalucía,9935730,2019500,1528900,333500,13817630,13485538,0.9759660665396309,6871390,6770042,600380,17/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211118.ods
18/11/21,Aragón,1577037,293920,264060,63815,2198832,2103396,0.9565969569298609,1069494,1051592,110207,17/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211118.ods
18/11/21,Asturias,1337045,162000,220900,43000,1762945,1774441,1.0065209067781469,874127,866455,108574,17/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211118.ods
18/11/21,Baleares,1318950,305100,256400,57600,1938050,1682803,0.8682969995614148,863330,847481,68189,17/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211118.ods
18/11/21,Canarias,2403150,574700,455800,133650,3567300,3231346,0.9058240125585176,1685967,1646731,72540,17/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211118.ods
18/11/21,Cantabria,768255,114900,125200,22200,1030555,964954,0.9363440088107864,484041,479007,45995,17/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211118.ods
18/11/21,Castilla y Leon,3274545,411830,473110,101025,4260510,3981611,0.9345385881033021,2008738,1971982,234072,17/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211118.ods
18/11/21,Castilla La Mancha,2360925,446270,394800,93735,3295730,3182406,0.965614901706147,1625706,1569193,161772,17/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211118.ods
18/11/21,Cataluña,8368460,1604900,1514300,375750,11863410,11555078,0.9740098335975913,6008056,5886480,389572,17/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211118.ods
18/11/21,C. Valenciana,6197680,1213650,863900,213450,8488680,8021650,0.9449820231178464,4087377,4023987,370701,17/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211118.ods
