date_pub,ccaa,Personas con al menos 1 dosis >=80 años,Población INE>=80 años,%,Personas con al menos 1 dosis 70-79 años,Población INE70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,Población INE60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,Población INE50-59 años,%.3,Personas con al menos 1 dosis 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
4/5/21,Andalucía,425438,413516,1.0,585372,650381,0.9000447430044851,548244,916147,0.5984236154241622,153727,1265021,0.12152130280841188,339367,3009381,0.11276970247369808,30596,625846,0.04888742598019321,369,181921,0.002028352966397502,2083113,7062213,0.2949660396818957,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Aragón,99365,98807,1.0,108356,118955,0.9108990794838384,98986,156367,0.6330363823568912,28718,198266,0.14484581320044787,52256,446083,0.11714411891957327,5914,89180,0.0663153173357255,35,25106,0.0013940890623755278,393630,1132764,0.3474951534476731,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Asturias ,87141,87826,0.9922004873272152,101161,109249,0.9259672857417459,79164,149652,0.5289872504209767,26417,162645,0.16242122413846108,42071,322095,0.1306167435073503,4160,54179,0.0767825172114657,37,15563,0.002377433656749984,340151,901209,0.37743852979719467,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Baleares,49074,49542,0.9905534697832142,60572,80516,0.7522976799642307,64438,117231,0.5496668969811739,22480,165797,0.13558749555178923,44015,464054,0.09484887534640365,3817,85839,0.04446696722934797,36,23300,0.0015450643776824034,244432,986279,0.24783250986789743,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Canarias,87269,90236,0.9671195531716832,122263,154531,0.7911875287159211,146877,235092,0.6247639222091776,31237,350512,0.08911820422695942,69403,832411,0.08337588042445379,6127,163899,0.03738277841841622,57,44352,0.0012851731601731602,463233,1871033,0.24758141625508476,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Cantabria,41355,41042,1.0,51090,53066,0.9627633512983832,33817,77345,0.4372228327622988,11961,89964,0.132953181272509,23344,194241,0.12018060038817757,1624,34935,0.04648633175898097,5,10791,0.0004633490872022982,163196,501384,0.32549104079906815,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Castilla y Leon,226520,223657,1.0,234812,245410,0.9568151257079989,169210,318575,0.5311465118104057,57858,381175,0.1517885485669312,90306,738950,0.12220853914337912,7985,144422,0.055289360346761574,105,40684,0.00258086717136958,786796,2092873,0.3759406328047617,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Castilla - La Mancha,135695,135194,1.0,144605,159101,0.9088880648141746,125580,218444,0.5748841808426873,47821,307478,0.15552657425897137,77383,707865,0.10931886729814301,6376,149518,0.04264369507350286,103,42364,0.0024313096024926825,537563,1719964,0.312543169508199,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,Cataluña,446557,447196,0.9985710963425433,468300,635292,0.737141346026709,533489,837584,0.6369379071233452,144835,1091780,0.1326595101577241,315228,2803626,0.11243582417911661,40098,556316,0.07207773998950237,438,159864,0.0027398288545263474,1948945,6531658,0.29838442245445185,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
4/5/21,C. Valenciana,289896,276531,1.0,351433,437862,0.8026113250293472,258095,580728,0.4444335385929385,97792,752334,0.12998482057171415,206502,1765967,0.1169342348979341,18087,352834,0.051262066580885064,134,103049,0.001300352259604654,1221939,4269305,0.28621496941539665,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210504.ods
