date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
19/1/21,Andalucía,209520,6800,216320,164820,0.761926775147929,1773,18/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Aragón,35415,1200,36615,28316,0.7733442578178342,250,18/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Asturias,35420,1200,36620,34293,0.9364554888039323,1285,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Baleares,16740,600,17340,14658,0.8453287197231834,164,18/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Canarias,41310,1300,42610,43209,1.014057732926543,339,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Cantabria,17700,500,18200,18967,1.042142857142857,0,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Castilla y Leon,76740,2500,79240,70885,0.8945608278647148,432,18/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Castilla La Mancha,53100,1700,54800,43682,0.7971167883211678,189,18/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Cataluña,180020,5800,185820,156627,0.8428963513077171,432,18/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,C. Valenciana,91450,2900,94350,95260,1.0096449390567037,588,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Extremadura,32450,1000,33450,29125,0.8707025411061285,254,18/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Galicia,56080,1800,57880,57871,0.9998445058742226,1191,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,La Rioja,8840,200,9040,8049,0.8903761061946903,44,18/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Madrid,147540,4700,152240,120168,0.7893326326852338,719,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Murcia,38360,1200,39560,36730,0.9284630940343782,934,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Navarra,17700,500,18200,12991,0.7137912087912088,299,18/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,País Vasco,47205,1400,48605,28069,0.5774920275691802,390,18/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Ceuta,1005,200,1205,1080,0.8962655601659751,29,18/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Melilla,1005,200,1205,1297,1.0763485477178423,29,18/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
19/1/21,Totales,1107600,35700,1143300,966097,0.8450074346190851,9341,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210119.ods
