date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
22/2/22,Andalucía,11421630,966000,3319500,1537200,333500,17577830,16780994.5,0.9546681530086478,7445501,7035459,3930876,21/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220222.ods
22/2/22,Aragón,1853541,138000,477490,254710,59180,2782921,2592517.0,0.9315812414366056,1144693,1092036,665391,21/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220222.ods
22/2/22,Asturias,1575725,102000,516040,220900,43000,2457665,2246959.5,0.9142659801071342,924327,884957,705439,21/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220222.ods
22/2/22,Baleares,1318884,114000,542970,225400,56520,2257774,1995812.0,0.8839733294829332,925407,887619,446242,21/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220222.ods
22/2/22,Canarias,2812650,204000,824700,455800,133650,4430800,4043168.5,0.9125143314976979,1810892,1701998,931074,21/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220222.ods
22/2/22,Cantabria,920355,54000,175400,120490,22145,1292390,1235940.5,0.9563216211824604,517338,496596,343470,21/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220222.ods
22/2/22,Castilla y Leon,4086183,258000,753070,466170,95315,5658738,5210024.0,0.9207042276917574,2139667,2044238,1461874,21/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220222.ods
22/2/22,Castilla La Mancha,2763405,234000,840660,380370,92350,4310785,3858967.0,0.8951889273067435,1749894,1635286,997269,21/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220222.ods
22/2/22,Cataluña,8673200,690000,3508880,1485670,355800,14713550,13851511.0,0.9414118958375103,6466698,6159720,3524555,20/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220222.ods
22/2/22,C. Valenciana,6731200,546000,2144540,863900,213125,10498765,9830456.0,0.93634403665574,4404837,4128628,2781775,21/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220222.ods
