date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
16/2/22,Andalucía,11421630,912000,3319500,1537200,333500,17523830,16629976.0,0.9489920867755508,7441118,6914888,3845292,15/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
16/2/22,Aragón,1853541,126000,477490,254710,59180,2770921,2575509.0,0.9294775996861693,1144010,1075543,657900,15/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
16/2/22,Asturias,1575725,102000,516040,220900,43000,2457665,2235061.0,0.9094245961105358,923862,873465,701281,15/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
16/2/22,Baleares,1318884,114000,549370,225400,56520,2264174,1987264.5,0.87769954959292,924894,880783,439644,15/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
16/2/22,Canarias,2742450,204000,824700,455800,133650,4360600,4018515.5,0.9215510480209146,1809853,1684432,919469,15/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
16/2/22,Cantabria,920355,54000,175400,120490,22145,1292390,1227333.0,0.9496614798938401,517066,489014,340875,15/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
16/2/22,Castilla y Leon,4086183,246000,753070,466170,95315,5646738,5182986.5,0.9178726726828834,2138519,2010106,1447618,15/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
16/2/22,Castilla La Mancha,2763405,234000,840660,380370,92350,4310785,3842151.0,0.8912880136680442,1755227,1613086,981763,15/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
16/2/22,Cataluña,8673200,690000,3508880,1485670,355800,14713550,13799980.0,0.9379096139272983,6463468,6101609,3494656,15/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
16/2/22,C. Valenciana,6947650,912000,2144540,863900,213125,11081215,9796698.0,0.884081574087318,4398913,4102022,2732014,15/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
16/2/22,Extremadura,1595273,126000,307170,182600,40185,2251228,2230307.5,0.9907070718736618,960517,896487,584840,15/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
16/2/22,Galicia,4138999,276000,969980,571870,122525,6079374,5966664.5,0.9814603444367792,2466323,2322443,1899178,15/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
16/2/22,La Rioja,458705,30000,109600,53240,15200,666745,619379.5,0.9289600971885803,282121,261880,156349,15/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
16/2/22,Madrid,8746845,390000,2170800,1222100,321450,12851195,12822485.0,0.9977659665112856,5752403,5380285,3160926,15/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
16/2/22,Murcia,1767425,186000,623000,253010,68300,2897735,2716560.5,0.9374772020215789,1297171,1201041,625541,15/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220216.ods
