date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
14/6/21,Andalucía,3983940,557000,1293200,252600,6086740,5855291,0.9619748831065562,3792569,2148113,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Aragón,736245,101700,203200,39500,1080645,1005615,0.9305692433685437,656965,387424,12/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Asturias,649085,86800,155800,30500,922185,907615,0.984200567131324,578095,354536,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Baleares,492930,70000,178900,34900,776730,708168,0.9117299447684524,472894,266771,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Canarias,945330,133000,332500,64900,1475730,1368144,0.9270964200768433,919350,514820,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Cantabria,325995,44500,89000,17350,476845,433775,0.9096771487590307,281539,163115,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Castilla y Leon,1518375,211400,365900,71450,2167125,1943542,0.896829670646594,1216266,787526,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Castilla La Mancha,1056375,147700,311600,61075,1576750,1452113,0.9209532265736483,958119,544637,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Cataluña,3832370,538200,1188700,232050,5791320,5228020,0.9027337463652501,3337366,1961535,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,C. Valenciana,2420920,338300,772600,150900,3682720,3347500,0.9089748881261677,2179433,1282011,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Extremadura,593855,80500,162500,31700,868555,826272,0.9513179936791568,532908,327618,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Galicia,1620565,217800,412900,80800,2332065,2259388,0.9688357743030319,1435342,911795,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,La Rioja,174395,23700,48700,9500,256295,230094,0.8977701476813827,150194,91014,11/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Madrid,3209235,452200,1036100,202200,4899735,4329585,0.8836365640182581,2796634,1738568,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Murcia,694535,96900,230800,45100,1067335,967055,0.9060463678226611,631494,370368,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Navarra,338865,47400,101000,19750,507015,491186,0.9687800163703244,322077,196493,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,País Vasco,1204920,165000,338200,66250,1774370,1686878,0.9506912312539099,1070689,701888,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Ceuta,33570,5000,13500,2550,54620,53931,0.9873855730501647,35850,21062,11/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Melilla,33570,4900,13500,2550,54520,48844,0.8958914159941306,31267,19262,13/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Fuerzas Armadas,29058,12000,96100,1000,138158,99307,0.7187929761577324,75292,24499,11/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Sanidad Exterior,0,1900,0,0,1900,445,0.23421052631578948,445,0,11/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
14/6/21,Totales,23894133,3335900,7344700,1416625,35991358,33242768,0.9236319452019566,21474788,12813055,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210614.ods
