date_pub,ccaa,Personas con al menos 1 dosis >=80 años,Población INE>=80 años,%,Personas con al menos 1 dosis 70-79 años,Población INE70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,Población INE60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,Población INE50-59 años,%.3,Personas con al menos 1 dosis 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
7/5/21,Andalucía,426515,413516,1.0,608351,650381,0.9353763409447693,651927,916147,0.7115965014348135,172450,1265021,0.13632184762150193,344580,3009381,0.11450195239486127,31683,625846,0.0506242749813852,388,181921,0.002132793905046696,2235894,7062213,0.3165996267742137,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Aragón,99549,98807,1.0,111314,118955,0.9357656256567609,114988,156367,0.7353725530322894,32518,198266,0.1640119839004166,54069,446083,0.12120838498665047,6064,89180,0.06799730881363535,40,25106,0.0015932446427148889,418542,1132764,0.3694873777768361,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Asturias ,87319,87826,0.9942272220071505,105725,109249,0.9677434118390099,99173,149652,0.662690775933499,26796,162645,0.1647514525500323,42847,322095,0.1330259705987364,4264,54179,0.07870208014175234,37,15563,0.002377433656749984,366161,901209,0.4062997595452331,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Baleares,49599,49542,1.0,69770,80516,0.866535843807442,75476,117231,0.6438228796137541,26195,165797,0.1579944148567224,44730,464054,0.0963896443086365,3875,85839,0.045142650776453595,36,23300,0.0015450643776824034,269681,986279,0.27343277105159897,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Canarias,88193,90236,0.977359368766346,129905,154531,0.8406403893069999,153862,235092,0.65447569462168,35831,350512,0.10222474551513215,70459,832411,0.08464448451546171,6200,163899,0.03782817466854587,62,44352,0.001397907647907648,484512,1871033,0.25895427819819317,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Cantabria,41529,41042,1.0,53032,53066,0.9993592884332718,43937,77345,0.568065162583231,12111,89964,0.13462051487261573,23485,194241,0.120906502746588,1635,34935,0.04680120223271791,5,10791,0.0004633490872022982,175734,501384,0.3504978220286248,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Castilla y Leon,226845,223657,1.0,241404,245410,0.9836762968094209,208150,318575,0.6533783253550969,58447,381175,0.15333377057781858,90958,738950,0.12309087218350362,8111,144422,0.05616180360332913,105,40684,0.00258086717136958,834020,2092873,0.39850483044121643,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Castilla - La Mancha,135976,135194,1.0,149867,159101,0.9419613955914796,157970,218444,0.723160169196682,48610,307478,0.15809261150391246,78070,707865,0.11028939133874396,6486,149518,0.04337939244773205,104,42364,0.002454914550089699,577083,1719964,0.3355203946129105,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,Cataluña,448080,447196,1.0,501550,635292,0.78947948345013,598934,837584,0.7150733538367495,151396,1091780,0.13866896261151515,320334,2803626,0.1142570371369077,40696,556316,0.07315266862718312,450,159864,0.002814892658759946,2061440,6531658,0.31560746138269946,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
7/5/21,C. Valenciana,290610,276531,1.0,392375,437862,0.8961156711475305,345147,580728,0.5943350415340745,99087,752334,0.1317061305218161,207725,1765967,0.11762677332022625,18203,352834,0.05159083308297953,149,103049,0.0014459140797096527,1353296,4269305,0.3169827407505437,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210507.ods
