date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
28/9/21,Andalucía,9434970,2019500,1528900,333500,13316870,12640462,0.9492066829517747,6773142,6566913,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,Aragón,1531845,275200,265100,64700,2136845,1962986,0.9186375240132064,1057774,1029912,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,Asturias,1215365,162000,220900,43000,1641265,1654778,1.0082332834734185,870776,856747,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,Baleares,1272150,305100,256400,57600,1891250,1575684,0.8331442167878387,845231,822552,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,Canarias,2358690,574700,455800,133650,3522840,3102186,0.8805923629798685,1660055,1609569,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,Cantabria,727305,114900,125200,24950,992355,899875,0.9068075436713676,477854,464675,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,Castilla y Leon,2890785,412400,481200,102200,3886585,3704407,0.9531264593467016,1986920,1938721,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,Castilla La Mancha,2309445,446800,411700,99375,3267320,2972378,0.9097296867157181,1604715,1532654,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,Cataluña,8368460,1604900,1514300,375750,11863410,10885960,0.9176080064669433,5881602,5684629,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,C. Valenciana,5797540,1213650,863900,213450,8088540,7533939,0.9314337321692172,4045630,3939480,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,Extremadura,1226825,218200,186000,51750,1682775,1676494,0.9962674748555214,891889,871927,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,Galicia,3139819,507400,573400,122700,4343319,4340582,0.9993698367538741,2298635,2250071,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,La Rioja,374465,67600,53300,15200,510565,471580,0.9236434146484777,256564,249910,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,Madrid,7637679,1645800,1220900,321450,10825829,9654784,0.8918286073057315,5274803,5088413,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,Murcia,1687865,398000,253100,68300,2407265,2188992,0.9093273902125442,1177262,1135001,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,Navarra,734325,151500,136600,23750,1046175,964798,0.9222147346285278,521985,508993,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
28/9/21,País Vasco,2556270,526100,444200,101300,3627870,3318387,0.9146929189855204,1793344,1750696,27/9/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210928.ods
