date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
3/2/21,Andalucía,400230,16600,416830,329258,0.7899095554542619,104529,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Aragón,68175,2900,71075,61036,0.8587548364403799,15157,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Asturias,69935,2900,72835,61483,0.8441408663417314,22227,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Baleares,35460,1500,36960,26240,0.70995670995671,5262,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Canarias,79530,3200,82730,70794,0.8557234376888674,17129,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Cantabria,33495,1300,34795,26718,0.7678689466877425,5861,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Castilla y Leon,149475,6200,155675,132496,0.851106471816284,40565,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Castilla La Mancha,101655,4200,105855,92702,0.8757451230456756,24525,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Cataluña,345770,14300,360070,273724,0.7601966284333602,80387,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,C. Valenciana,175690,7000,182690,162563,0.8898297662707318,58452,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Extremadura,62675,2500,65175,52880,0.8113540467970848,13202,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Galicia,108925,4500,113425,90643,0.7991448093453825,31725,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,La Rioja,17615,600,18215,14118,0.7750754872357947,4301,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Madrid,280725,11600,292325,211857,0.7247310356623621,35902,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Murcia,73265,3000,76265,63008,0.8261719006097161,14117,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Navarra,33495,1300,34795,28199,0.8104325334099727,7148,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,País Vasco,91080,3600,94680,62679,0.6620088719898606,16621,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Ceuta,1980,200,2180,2008,0.9211009174311927,806,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Melilla,1980,200,2180,2372,1.0880733944954128,1062,2/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
3/2/21,Totales,2131155,87600,2218755,1764778,0.7953911089777825,498978,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210203.ods
