date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
4/6/21,Andalucía,3555720,502000,1293200,226900,5577820,5056835,0.9065970217755324,3337630,1780256,3/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Aragón,668385,93100,203200,35500,1000185,884547,0.8843833890730215,582195,314347,3/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Asturias,597605,80200,155800,27400,861005,805334,0.9353418388975674,514030,303820,3/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Baleares,433260,62400,178900,31400,705960,566241,0.8020865204827469,400350,174170,3/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Canarias,835350,118900,332500,58300,1345050,1144916,0.8512070183264563,815230,371089,3/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Cantabria,296745,40700,89000,15550,441995,387992,0.8778198848403262,256056,137943,3/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Castilla y Leon,1396695,195800,365900,64250,2022645,1748239,0.864333088604278,1094311,687044,3/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Castilla La Mancha,952245,134400,311600,54875,1453120,1260567,0.8674899526536005,847837,443296,3/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,Cataluña,3438080,487700,1188700,208550,5323030,4475002,0.8406869771539893,2940765,1582303,3/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
4/6/21,C. Valenciana,2164690,305500,772600,135600,3378390,2925664,0.8659935649821364,1969186,1034551,3/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210604.ods
