date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
26/1/22,Andalucía,10959480,672000,2819500,1537200,333500,16321680,15952345.0,0.9773715083251234,7404581,6893793,2969942,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Aragón,1773981,96000,448490,254710,59180,2632361,2514671.5,0.9552912765384383,1138749,1072725,586907,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Asturias,1503185,54000,516040,220900,43000,2337125,2189009.5,0.9366249130876612,921259,871905,648731,23/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Baleares,1318884,90000,529070,225400,56520,2219874,1953496.0,0.8800030992750039,920721,875805,392727,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Canarias,2623110,144000,724700,455800,133650,4081260,3931461.0,0.9632958939151145,1801378,1677609,815783,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Cantabria,882915,42000,170400,120490,22145,1237950,1182424.5,0.9551472191930207,514929,487472,294759,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Castilla y Leon,3987903,144000,611570,466170,95315,5304958,5062817.0,0.9543557178021014,2133237,2005546,1280644,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Castilla La Mancha,2648745,156000,840660,380370,92350,4118125,3752386.5,0.9111881013810897,1744523,1599279,858792,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Cataluña,8572580,600000,3208880,1485670,355800,14222930,13590085.5,0.9555053353985431,6438708,6074290,3185530,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,C. Valenciana,6558040,582000,2043640,863900,213125,10260705,9504224.0,0.9262739743516649,4382558,4091860,2206514,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Extremadura,1526243,72000,291770,182600,40185,2112798,2150373.0,1.0,953982,894962,488959,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Galicia,4029019,162000,959980,571870,122515,5845384,5835887.5,0.9983753847480337,2461813,2318670,1759418,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,La Rioja,439985,24000,109600,53240,15200,642025,604499.0,0.9415505626727931,281138,261315,134297,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Madrid,8601765,312000,2170800,1222100,321450,12628115,12402326.5,0.9821201739135255,5723226,5362712,2747139,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Murcia,1687865,132000,623000,253010,68300,2764175,2671394.5,0.9664346504834173,1292349,1198209,558503,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Navarra,857937,54000,274760,135150,23710,1345557,1238283.0,0.9202753952452405,563393,531997,288062,24/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,País Vasco,2942370,156000,817900,444200,101305,4461775,4234520.0,0.9490662348504799,1935361,1824242,1039164,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Ceuta,100104,12000,28110,18100,3935,162249,144008.5,0.8875771191193782,68913,63356,26853,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Melilla,99090,12000,23500,15100,5750,155440,131630.0,0.8468219248584663,64269,59065,23079,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Fuerzas Armadas,48426,0,58300,103800,2000,212526,212741.0,1.0,95420,92551,52689,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Sanidad Exterior,0,0,7090,0,4685,11775,11488.0,0.9756263269639066,7937,7457,1652,25/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
26/1/22,Totales,61161627,3516000,17277760,9009780,2113620,93078787,89270071.5,0.9590807355493363,40848444,38264820,20360144,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220126.ods
