date_pub,ccaa,Personas con al menos 1 dosis >=80 años,Población INE>=80 años,%,Personas con al menos 1 dosis 70-79 años,Población INE70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,Población INE60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,Población INE50-59 años,%.3,Personas con al menos 1 dosis 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
3/6/21,Andalucía,429972,413516,1.0,640012,650381,0.9840570373365766,830106,916147,0.9060838489892997,921301,1265021,0.7282890955960415,406890,3009381,0.13520720706351239,39797,625846,0.06358912575937212,547,181921,0.0030067996547952134,3268625,7062213,0.4628329675131577,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210603.ods
3/6/21,Aragón,100374,98807,1.0,116956,118955,0.9831953259635997,142410,156367,0.9107420363631713,127881,198266,0.644997125074395,64896,446083,0.14547965288970888,6888,89180,0.07723704866562009,62,25106,0.002469529196208078,559467,1132764,0.4938954627795375,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210603.ods
3/6/21,Asturias ,88120,87826,1.0,112697,109249,1.0,136145,149652,0.9097439392724455,119562,162645,0.7351102093516555,46045,322095,0.14295471832844348,4632,54179,0.08549437974122816,53,15563,0.003405513075885112,507254,901209,0.562859447697482,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210603.ods
3/6/21,Baleares,50366,49542,1.0,76166,80516,0.9459734711113319,94360,117231,0.8049065520212231,108886,165797,0.656742884370646,60089,464054,0.12948708555469837,4463,85839,0.05199268397814513,43,23300,0.0018454935622317598,394373,986279,0.3998594718127426,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210603.ods
3/6/21,Canarias,90708,90236,1.0,145711,154531,0.9429240734868732,201740,235092,0.8581321355043983,224986,350512,0.6418781667960013,129178,832411,0.15518535915551332,8157,163899,0.04976845496311753,90,44352,0.002029220779220779,800570,1871033,0.4278759380513331,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210603.ods
3/6/21,Cantabria,42014,41042,1.0,55326,53066,1.0,71311,77345,0.9219859072984679,52363,89964,0.5820439286825841,26555,194241,0.136711610833964,1829,34935,0.05235437240589667,9,10791,0.0008340283569641367,249407,501384,0.49743709412346626,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210603.ods
3/6/21,Castilla y Leon,227962,223657,1.0,247491,245410,1.0,302803,318575,0.9504920348426588,188479,381175,0.49446842001705255,100897,738950,0.13654103795926653,9335,144422,0.06463696666712827,121,40684,0.0029741421689116116,1077088,2092873,0.5146456569509951,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210603.ods
3/6/21,Castilla - La Mancha,136956,135194,1.0,156392,159101,0.9829730799932118,205134,218444,0.9390690520224864,237788,307478,0.7733496380228829,97673,707865,0.1379825249164742,8093,149518,0.054127262269425755,113,42364,0.002667359078462846,842149,1719964,0.48963175973450607,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210603.ods
3/6/21,Cataluña,453430,447196,1.0,604011,635292,0.9507612247596381,708346,837584,0.8457014460639172,740382,1091780,0.678142116543626,351308,2803626,0.12530487304654758,48161,556316,0.08657130120291345,870,159864,0.005442125806935896,2906508,6531658,0.44498778105038567,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210603.ods
3/6/21,C. Valenciana,293714,276531,1.0,425830,437862,0.9725210226052957,519774,580728,0.895038641153862,421584,752334,0.5603681343658534,216448,1765967,0.12256627671978015,21315,352834,0.060410844759858744,195,103049,0.0018923036613649818,1898860,4269305,0.44477028462478085,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210603.ods
3/6/21,Extremadura,77899,76005,1.0,95020,91876,1.0,125126,125297,0.9986352426634317,109137,169216,0.6449567416792739,48699,351778,0.1384367413539221,2810,76088,0.036930922090211336,73,20953,0.0034839879730826136,458764,911213,0.5034651612740381,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210603.ods
