date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
1/3/22,Andalucía,11421630,1062000,3319500,1537200,333500,17673830,16845992.0,0.9531602374810666,7449268,7051434,3988930,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Aragón,1853541,150000,477490,254710,59180,2794921,2601775.0,0.9308939322435231,1145458,1095978,671487,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Asturias,1575725,114000,516040,220900,43000,2469665,2251688.5,0.9117384341600986,924898,887308,707694,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Baleares,1318884,126000,542970,225400,56520,2269774,2001897.0,0.881980761080178,925788,889825,452190,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Canarias,2812650,234000,824700,455800,133650,4460800,4061075.5,0.9103917458751793,1812141,1709961,941917,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Cantabria,925035,60000,175400,120490,22145,1303070,1242720.0,0.9536862946733483,517953,499555,346947,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Castilla y Leon,4086183,282000,753060,466170,95315,5682728,5223354.0,0.9191631202478809,2140757,2048250,1472412,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Castilla La Mancha,2763405,258000,840660,380370,92350,4334785,3873668.5,0.8936241359144687,1752314,1638559,1011517,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Cataluña,8673200,690000,3238880,1485670,355800,14443550,13908070.0,0.9629260119568942,6470695,6187249,3571180,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,C. Valenciana,6731200,546000,2144530,863900,213125,10498755,9938071.5,0.9465952391497849,4426204,4189450,2829060,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Extremadura,1645583,156000,307170,182600,40185,2331538,2269243.5,0.9732817993959352,962004,912216,615574,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Galicia,4138999,300000,969980,571870,122525,6103374,6004901.0,0.9838658093048206,2468140,2357069,1914350,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,La Rioja,458705,48000,111700,53240,15200,686845,626422.5,0.9120289148206655,282817,266500,161540,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Madrid,8963295,756000,2170800,1222100,321450,13433645,12906112.0,0.9607304644420781,5758003,5458475,3181817,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Murcia,1767425,204000,623000,253010,68300,2915735,2755550.0,0.9450618797661653,1294281,1217030,665292,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Navarra,873147,78000,274760,135150,23710,1384767,1287692.0,0.9298979539518201,565977,545035,337864,27/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,País Vasco,3081600,228000,817900,444200,101305,4673005,4337959.5,0.928301917074773,1941330,1863591,1142269,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Ceuta,102444,12000,29210,18100,3935,165689,146032.5,0.8813650876038844,66978,62796,32770,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Melilla,101430,12000,23500,15100,5750,157780,136574.0,0.865597667638484,65167,60581,26247,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Fuerzas Armadas,48426,0,58300,103800,2000,212526,202003.5,0.9504884108297338,95087,91055,43340,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Sanidad Exterior,0,0,7580,0,4705,12285,12355.5,1.0,8064,7555,3071,28/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
1/3/22,Totales,63342507,5316000,18227130,9009780,2113650,98009067,92633158.0,0.9451488605640945,41073324,39039472,24117468,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220301.ods
