date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
20/1/21,Andalucía,244620,6800,251420,174279,0.693178744729934,4568,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Aragón,41265,1200,42465,33734,0.79439538443424,623,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Asturias,44195,1200,45395,36054,0.7942284392554246,1687,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Baleares,22590,600,23190,15697,0.676886589047003,167,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Canarias,46185,1300,47485,43599,0.9181636306201959,339,20/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Cantabria,20625,500,21125,19473,0.9217988165680473,0,20/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Castilla y Leon,93315,2500,95815,74350,0.7759745342587278,633,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Castilla La Mancha,61875,1700,63575,48755,0.7668895005898545,195,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Cataluña,211220,5800,217020,162830,0.7502995115657544,913,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,C. Valenciana,109000,2900,111900,99932,0.893047363717605,1737,20/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Extremadura,39275,1000,40275,30941,0.7682433271260087,254,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Galicia,66805,1800,68605,59104,0.8615115516361781,1197,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,La Rioja,11765,200,11965,8335,0.6966151274550773,44,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Madrid,171915,4700,176615,129194,0.7315007219092377,812,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Murcia,45185,1200,46385,39142,0.8438503826668103,1522,20/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Navarra,20625,500,21125,14559,0.6891834319526627,503,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,País Vasco,55980,1400,57380,33523,0.5842279539909376,390,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Ceuta,1980,200,2180,1110,0.5091743119266054,29,19/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Melilla,1980,200,2180,1326,0.6082568807339449,29,18/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
20/1/21,Totales,1310400,35700,1346100,1025937,0.7621551147760196,15642,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210120.ods
