date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
1/7/21,Andalucía,5222970,740500,1455800,299300,7718570,7591412,0.9835257048909318,4634769,3106503,30/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210701.ods
1/7/21,Aragón,932805,127500,228700,46800,1335805,1237417,0.9263455369608589,746335,546739,30/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210701.ods
1/7/21,Asturias,798845,106600,175400,36100,1116945,1113708,0.9971019163880048,673767,477987,30/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210701.ods
1/7/21,Baleares,685980,96600,201400,41300,1025280,933603,0.9105834503745318,581375,397987,30/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210701.ods
1/7/21,Canarias,1333770,181700,374400,76900,1966770,1801336,0.9158854365279112,1116654,766894,30/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210701.ods
1/7/21,Cantabria,411405,55900,100200,20550,588055,522029,0.8877213866049944,321411,214787,28/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210701.ods
1/7/21,Castilla y Leon,1871715,258200,411900,84650,2626465,2374072,0.9039039164808973,1434059,1039929,30/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210701.ods
1/7/21,Castilla La Mancha,1357065,187600,350900,72375,1967940,1854576,0.9423945852007684,1149015,773152,30/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210701.ods
1/7/21,Cataluña,4973120,703100,1338100,274850,7289170,6716838,0.921481869677892,4167103,2731363,30/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210701.ods
1/7/21,C. Valenciana,3161530,447000,869800,178800,4657130,4209695,0.9039247347615377,2538603,1817598,30/6/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210701.ods
