date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas,Dosis administradas,% sobre entregadas,Fecha de la ultima vacuna registrada,source_name,source
15/1/21,Andalucía,209520,6800,216320,139718,0.645885724852071,14/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Aragón,35415,1200,36615,23619,0.6450634985661614,14/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Asturias,35420,1200,36620,31247,0.8532768978700164,15/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Baleares,12840,600,13440,9366,0.696875,14/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Canarias,41310,1300,42610,30732,0.7212391457404366,15/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Cantabria,17700,500,18200,14639,0.8043406593406593,15/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Castilla y Leon,76740,2500,79240,59411,0.7497602221100454,14/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Castilla La Mancha,53100,1700,54800,33809,0.6169525547445256,15/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Cataluña,180020,5800,185820,122577,0.6596545043590571,14/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,C. Valenciana,91450,2900,94350,86927,0.9213248542660307,15/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Extremadura,32450,1000,33450,22322,0.6673243647234679,14/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Galicia,56080,1800,57880,49768,0.8598479612992398,15/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,La Rioja,8840,200,9040,5953,0.6585176991150442,14/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Madrid,147540,4700,152240,77921,0.5118300052548608,15/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Murcia,38360,1200,39560,27001,0.6825328614762386,15/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Navarra,17700,500,18200,9305,0.5112637362637362,14/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,País Vasco,47205,1400,48605,22464,0.46217467338751156,14/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Ceuta,1005,200,1205,941,0.7809128630705394,14/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Melilla,1005,200,1205,1230,1.020746887966805,14/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
15/1/21,Totales,1103700,35700,1139400,768950,0.6748727400386169,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210115.ods
