date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
10/2/22,Andalucía,11270700,870000,3319500,1537200,333500,17330900,16529367.5,0.9537512477713217,7433235,6910121,3726604,9/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220210.ods
10/2/22,Aragón,1853541,126000,468390,254710,59180,2761821,2567284.0,0.9295620534422759,1143214,1074852,648513,9/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220210.ods
10/2/22,Asturias,1575725,78000,516040,220900,43000,2433665,2232110.0,0.9171804664980595,923626,872962,697981,9/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220210.ods
10/2/22,Baleares,1318884,114000,542970,225400,56520,2257774,1983089.5,0.8783383545031522,924354,880367,433578,9/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220210.ods
10/2/22,Canarias,2742450,186000,824700,455800,133650,4342600,4003320.0,0.9218716897711049,1808168,1682858,903458,9/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220210.ods
10/2/22,Cantabria,920355,54000,175400,120490,22145,1292390,1220282.5,0.9442060833030277,516610,488847,334022,9/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220210.ods
10/2/22,Castilla y Leon,4086183,192000,691970,466170,95315,5531638,5159057.5,0.9326455382655192,2137193,2009013,1417029,9/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220210.ods
10/2/22,Castilla La Mancha,2763405,204000,840660,380370,92350,4280785,3830875.5,0.8949002344196216,1753571,1612518,965665,9/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220210.ods
10/2/22,Cataluña,8673200,690000,3508880,1485670,355800,14713550,13757675.5,0.9350344070601588,6458784,6095782,3433450,9/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220210.ods
10/2/22,C. Valenciana,6947650,780000,2112740,863900,213125,10917415,9744334.5,0.8925496099580349,4390953,4099638,2648395,9/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220210.ods
10/2/22,Extremadura,1595273,96000,307170,182600,40185,2221228,2214925.5,0.9971626055497229,958944,896106,569773,9/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220210.ods
10/2/22,Galicia,4138999,210000,969980,571870,122515,6013364,5953843.0,0.9901018797465113,2465070,2321620,1885870,9/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220210.ods
10/2/22,La Rioja,447005,30000,109600,53240,15200,655045,615852.0,0.9401674694104986,281966,261727,151000,9/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220210.ods
10/2/22,Madrid,8746845,390000,2170800,1222100,321450,12851195,12739422.0,0.9913025208939713,5746464,5375941,3082758,9/2/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220210.ods
