date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
15/10/21,Andalucía,9434970,2019500,1528900,333500,13316870,12802416,0.9613682494460034,6813703,6662207,47448,14/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211015.ods
15/10/21,Aragón,1531845,275200,265100,64700,2136845,1996629,0.9343817637685466,1063909,1043394,16026,14/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211015.ods
15/10/21,Asturias,1224725,162000,220900,43000,1650625,1671298,1.0125243468383187,872720,862769,9840,14/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211015.ods
15/10/21,Baleares,1272150,305100,256400,57600,1891250,1597772,0.8448232650363516,852811,834662,4430,14/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211015.ods
15/10/21,Canarias,2358690,574700,455800,133650,3522840,3134909,0.8898811754152899,1668495,1625164,11550,14/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211015.ods
15/10/21,Cantabria,727305,114900,125200,22200,989605,917527,0.9271648789163353,480983,474190,6651,14/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211015.ods
15/10/21,Castilla y Leon,2916525,412400,481200,102200,3912325,3788288,0.9682958343184679,1996918,1955431,62850,14/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211015.ods
15/10/21,Castilla La Mancha,2330505,446800,394900,95075,3267280,3015354,0.9228942729120246,1613694,1550399,19158,14/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211015.ods
15/10/21,Cataluña,8368460,1604900,1514300,375750,11863410,11086095,0.9344779452113684,5937131,5791932,60403,14/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211015.ods
15/10/21,C. Valenciana,5797540,1213650,863900,213450,8088540,7634375,0.9438508062023554,4064301,3992155,33993,14/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211015.ods
15/10/21,Extremadura,1226825,218200,186000,51750,1682775,1702881,1.011948121406605,895803,880732,16056,14/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211015.ods
15/10/21,Galicia,3155029,507400,573400,122700,4358529,4397541,1.0089507262656736,2305128,2278484,23827,14/10/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211015.ods
