date_pub,ccaa,Personas con al menos 1 dosis ≥80 años,Población INE≥80 años,%,Personas con al menos 1 dosis 70-79 años,Población INE70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,Población INE60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,Población INE50-59 años,%.3,Personas con al menos 1 dosis 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
6/4/21,Andalucía,398827,413516,0.9644777952969171,47996,650381,0.07379674375481449,101365,916147,0.1106427243662862,137105,1265021,0.10838159998924919,320811,3009381,0.10660365038524534,26233,625846,0.04191606241791111,163,181921,0.0008959933157799265,1032500,7062213,0.14620063144512918,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Aragón,75454,98807,0.763650348659508,3752,118955,0.03154133916186793,14735,156367,0.09423343800162438,25077,198266,0.1264815954323989,48713,446083,0.10920165081386199,5621,89180,0.0630298273155416,28,25106,0.0011152712499004221,173380,1132764,0.15305924270192203,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Asturias ,75946,87826,0.8647325393391478,4451,109249,0.04074179168688043,28498,149652,0.19042846069548017,20275,162645,0.12465799747917243,29933,322095,0.0929322094413139,2888,54179,0.05330478598719061,30,15563,0.0019276489108783653,162021,901209,0.17978182641318496,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Baleares,39827,49542,0.8039037584271931,2358,80516,0.029286104625167668,19447,117231,0.1658861563920806,20099,165797,0.12122656019107704,41754,464054,0.08997659755114706,3550,85839,0.0413564929693962,32,23300,0.0013733905579399143,127067,986279,0.12883474148795626,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Canarias,59148,90236,0.6554811826765371,17523,154531,0.1133947233888346,46304,235092,0.19696118966191958,26820,350512,0.07651663851736888,64024,832411,0.07691392833588215,5611,163899,0.034234498075034016,31,44352,0.000698953823953824,219461,1871033,0.11729402955479673,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Cantabria,34898,41042,0.8502996929974173,2092,53066,0.0394226058116308,5640,77345,0.07292003361561833,10927,89964,0.12145969498910675,22146,194241,0.11401300446352727,1538,34935,0.04402461714612852,5,10791,0.0004633490872022982,77246,501384,0.15406554656710225,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Castilla y Leon,173245,223657,0.7746012867918286,17978,245410,0.07325699849231898,42489,318575,0.13337204739857175,51743,381175,0.13574604840296453,83760,738950,0.11335002368225185,7165,144422,0.04961155502624254,90,40684,0.0022121718611739258,376470,2092873,0.179881913522703,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Castilla - La Mancha,108561,135194,0.803001612497596,7174,159101,0.04509085423724552,37667,218444,0.17243320942667228,41794,307478,0.13592517188221595,72538,707865,0.10247434185897028,5664,149518,0.03788172661485573,91,42364,0.0021480502313284866,273489,1719964,0.15900856064429256,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Cataluña,315877,447196,0.706350235690838,40698,635292,0.06406188020626735,217112,837584,0.25921221035740893,125134,1091780,0.11461466595834326,283624,2803626,0.10116327926763413,34009,556316,0.061132521804154474,285,159864,0.0017827653505479658,1016739,6531658,0.15566323282694838,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,C. Valenciana,250942,276531,0.9074642625962369,15556,437862,0.03552717522872503,38551,580728,0.06638391811657092,88697,752334,0.11789577501482054,196872,1765967,0.11148113186713002,17161,352834,0.04863760295209645,110,103049,0.0010674533474366564,607889,4269305,0.14238593869493982,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Extremadura,68561,76005,0.9020590750608513,6239,91876,0.06790674387217555,27591,125297,0.2202047934108558,21351,169216,0.12617601172465961,40416,351778,0.11489064125670168,2078,76088,0.027310482599095784,42,20953,0.0020044862310886267,166278,911213,0.18247983731575385,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Galicia,198632,234302,0.8477605824960948,5142,289762,0.01774559811155362,20817,346927,0.06000397778206943,61342,405889,0.1511299887407641,92732,889004,0.10430999185605463,4274,152745,0.02798127598284723,3,44014,6.816013086745126e-05,382942,2362643,0.1620820411716878,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,La Rioja,16151,22207,0.7272931958391499,738,28125,0.02624,7729,37718,0.2049154249960231,6518,47664,0.1367489090298758,12754,107618,0.11851177312345518,1252,21170,0.059140292867265,8,6286,0.0012726694241170856,45150,270788,0.16673560128218384,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Madrid,255381,364122,0.7013610822746222,31881,526081,0.060600934076691614,124129,703323,0.1764893228289136,102874,972783,0.10575225923972767,265200,2513737,0.10550029696821903,21536,479716,0.04489322849352534,89,135861,0.0006550812963249203,801090,5695623,0.14065010974216516,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Murcia,60463,69771,0.8665921371343395,2983,102899,0.02898959173558538,18355,146909,0.12494129018644194,24941,213256,0.11695333308324267,58001,551265,0.10521437058402039,6991,118667,0.05891275586304533,103,34712,0.0029672735653376355,171837,1237479,0.13886053823943678,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Navarra,37758,41166,0.9172132342224165,2623,55792,0.047013908804129624,8577,73844,0.11615026271599588,13152,96694,0.1360167125157714,25676,223028,0.11512455835141776,3235,48505,0.06669415524172766,4,13906,0.00028764562059542645,91025,552935,0.16462151970846484,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,País Vasco,102963,157950,0.6518708452041785,4435,213081,0.02081368118227341,73525,280119,0.2624777326778976,46659,339977,0.1372416369342632,86875,724849,0.11985254859977733,10969,140323,0.07816965144701866,6,41824,0.0001434583014537108,325432,1898123,0.17144937393414442,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Ceuta,2073,2605,0.7957773512476007,1155,4318,0.2674849467345993,1554,7857,0.19778541428025964,1676,11556,0.14503288335064035,3447,30066,0.1146477748952305,273,7581,0.036011080332409975,0,2175,0.0,10178,66158,0.1538438284107742,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Melilla,1552,2349,0.6607066836951895,1791,3748,0.477854855923159,835,7827,0.1066819982113198,1501,11299,0.13284361447915743,3218,30095,0.10692806113972421,190,8536,0.02225866916588566,6,2324,0.0025817555938037868,9093,66178,0.13740215781679713,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Fuerzas Armadas,0,-,-,4,-,-,1310,-,-,6133,-,-,38055,-,-,3921,-,-,0,-,-,49423,-,-,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
6/4/21,Total España,2276259,2834024,0.8031897401010013,216569,3960045,0.0546885199536874,836230,5336986,0.1566858148025871,833818,7033306,0.11855278300133679,1790549,16706113,0.10717927024676537,164159,3310299,0.04959038443355117,1126,949049,0.0011864508576480246,6118710,40129822,0.15247289160664604,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210406.ods
