date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
14/5/21,Andalucía,2465280,392000,1007500,73250,3938030,3667630,0.9313362264888789,2511506,1192771,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Aragón,496395,75900,158300,11400,741995,691335,0.9317246073086746,458069,241121,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Asturias,466565,67000,121400,8850,663815,627620,0.9454742661735573,413428,219921,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Baleares,282330,47200,139300,10100,478930,426217,0.8899358987743512,302253,130513,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Canarias,553380,90700,259000,18800,921880,790500,0.8574868746474595,544850,256850,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Cantabria,220695,33100,69300,4900,327995,294479,0.8978155154804189,200198,96018,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Castilla y Leon,1087815,159600,285100,20800,1553315,1395533,0.8984224062730354,904934,503307,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Castilla La Mancha,687825,107800,242500,17700,1055825,948942,0.8987682617858073,645208,310370,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Cataluña,2434220,386700,926100,67300,3814320,3398325,0.8909386207764425,2354256,1074195,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,C. Valenciana,1511830,239900,601900,43700,2397330,2195619,0.9158601444106569,1523321,697519,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Extremadura,401975,59800,126500,9200,597475,558070,0.9340474496840871,371327,191508,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Galicia,1135015,165000,321700,23450,1645165,1564268,0.9508274246048268,1057691,517272,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,La Rioja,115895,17400,37800,2800,173895,161031,0.9260243250237212,109704,53173,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Madrid,1992435,320200,807300,58600,3178535,2840623,0.8936893883502934,2005375,858113,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Murcia,424265,67500,179800,13050,684615,573157,0.8371960883124092,389545,185821,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Navarra,220695,34500,78700,5750,339645,322392,0.9492028441460937,223254,103015,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,País Vasco,805950,121800,264300,19250,1211300,1096376,0.9051234211178073,789241,319840,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Ceuta,17190,3200,10600,750,31740,28426,0.8955891619407688,20603,8270,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Melilla,17190,3100,10600,750,31640,25585,0.8086283185840708,18558,7492,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Fuerzas Armadas,21840,3400,66100,0,91340,77579,0.8493431136413401,67985,9594,13/5/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
14/5/21,Totales,15358785,2395800,5713800,410400,23878785,21683707,0.9080741335876177,14911306,6976683,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210514.ods
