date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
21/1/22,Andalucía,10959480,672000,2819500,1537200,333500,16321680,15758332.0,0.9654846804985762,7387177,6888037,2714241,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Aragón,1773981,96000,448490,254710,59180,2632361,2486508.5,0.9445925159960963,1136957,1072259,543022,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Asturias,1503185,54000,516040,220900,43000,2337125,2175397.5,0.9308006632080013,920311,871312,630317,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Baleares,1318884,90000,529070,225400,56520,2219874,1918934.0,0.8644337471406035,917969,874930,340461,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Canarias,2623110,144000,674700,455800,133650,4031260,3884435.0,0.9635783849218359,1792642,1673650,766906,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Cantabria,882915,42000,170400,120490,22145,1237950,1172045.5,0.9467631972212125,514079,486977,280302,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Castilla y Leon,3987903,144000,611570,466170,95315,5304958,5015191.5,0.9453781726452877,2130662,2003358,1217565,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Castilla La Mancha,2648745,156000,840660,380370,92350,4118125,3719742.5,0.903261192897253,1738919,1598833,816144,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Cataluña,8572580,600000,3208880,1485670,355800,14222930,13486293.0,0.94820778840928,6423804,6065117,3035059,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,C. Valenciana,6767470,582000,2043640,863900,213125,10470135,9412672.5,0.8990020185986141,4366976,4089541,2058566,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Extremadura,1526243,72000,291770,182600,40185,2112798,2130085.0,1.0,951884,894598,461883,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Galicia,4029019,162000,884980,571870,122515,5770384,5761990.5,0.9985454174280256,2461134,2317645,1644623,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,La Rioja,439985,24000,109600,53240,15200,642025,600561.0,0.9354168451384292,280114,261137,128923,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Madrid,8392335,312000,2170800,1222100,321450,12418685,12266991.5,0.987785059368202,5708514,5359082,2597613,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Murcia,1687865,132000,623000,253010,68300,2764175,2645869.0,0.9572002496224009,1290000,1197033,522365,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Navarra,857937,54000,274760,135150,23710,1345557,1230592.5,0.9145599183089234,562206,531619,276124,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,País Vasco,2942370,156000,817900,444200,101305,4461775,4189613.0,0.9390014063909543,1932339,1821790,977966,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Ceuta,100104,12000,28110,18100,3935,162249,138567.0,0.8540391620287336,66985,61557,24541,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Melilla,99090,12000,23500,15100,5750,155440,131099.0,0.843405815748842,64131,59016,22397,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Fuerzas Armadas,48426,0,58300,103800,2000,212526,212371.0,0.9992706774700507,95406,92460,51284,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Sanidad Exterior,0,0,7090,0,4685,11775,11275.0,0.9575371549893843,7912,7449,1288,20/1/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
21/1/22,Totales,61161627,3516000,17152760,9009780,2113620,92953787,88348566.5,0.9504568813317955,40750121,38227400,19111590,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220121.ods
