date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
28/1/21,Andalucía,324180,6800,330980,265620,0.8025258323765786,55004,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Aragón,55305,1200,56505,49453,0.8751968852313955,6806,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Asturias,58235,1200,59435,49857,0.8388491629511231,14080,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Baleares,29610,600,30210,23540,0.7792121813968884,3295,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Canarias,64320,1300,65620,56385,0.8592654678451691,6864,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Cantabria,27645,500,28145,21469,0.7627997868182625,782,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Castilla y Leon,121395,2500,123895,108203,0.8733443641793455,19658,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Castilla La Mancha,82935,1700,84635,71484,0.8446151119513203,7628,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Cataluña,280250,5800,286050,208177,0.7277643768571928,23262,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,C. Valenciana,142930,2900,145830,109716,0.7523554824110266,8948,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Extremadura,50975,1000,51975,39821,0.7661568061568061,3135,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Galicia,87865,1800,89665,74278,0.8283945798249038,15827,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,La Rioja,14105,200,14305,10283,0.7188395665851101,1084,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Madrid,228075,4700,232775,177972,0.7645666416067017,6987,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Murcia,59225,1200,60425,53447,0.8845179975175838,8713,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Navarra,27645,500,28145,21007,0.7463847930360632,2797,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,País Vasco,74700,1400,76100,51436,0.6759001314060447,6906,27/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Ceuta,1980,200,2180,1757,0.8059633027522936,569,26/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Melilla,1980,200,2180,1713,0.7857798165137615,414,26/1/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
28/1/21,Totales,1733355,35700,1769055,1395618,0.7889059413076474,192759,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210128.ods
