date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
3/3/21,Andalucía,739530,73300,208600,1021430,796930,0.7802100976082551,233434,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Aragón,130185,12600,32700,175485,134040,0.7638259680314556,47125,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Asturias,128435,12700,25200,166335,121707,0.7316980791775634,41196,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Baleares,65880,6500,28800,101180,62033,0.6130954734137182,22426,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Canarias,148560,14300,53700,216560,157037,0.7251431473956409,53582,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Cantabria,62745,5900,14300,82945,62843,0.7576466333112304,20584,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Castilla y Leon,285195,27300,59000,371495,272552,0.7336626334136395,93024,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Castilla La Mancha,190575,18600,50400,259575,169166,0.6517037465087162,70132,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Cataluña,651140,63400,191900,906440,676590,0.7464255769824809,189899,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,C. Valenciana,340660,31700,124700,497060,349392,0.7029171528588098,105717,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Extremadura,115325,10900,26200,152425,116392,0.7636017713629654,40517,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Galicia,222415,19900,66700,309015,233345,0.7551251557367765,59133,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,La Rioja,31655,2700,7800,42155,29849,0.7080773336496263,9295,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Madrid,529935,51300,167200,748435,539372,0.7206664573409849,176399,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Murcia,134105,13400,37200,184705,126784,0.686413470128042,51011,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Navarra,62745,5900,16200,84845,63690,0.7506629736578466,22386,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,País Vasco,177660,16000,54800,248460,136036,0.5475167028898011,48576,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Ceuta,5490,600,2200,8290,6435,0.7762364294330518,1290,1/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Melilla,4320,600,2200,7120,5127,0.7200842696629214,1276,2/3/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
3/3/21,Totales,4026555,387600,1169800,5583955,4059320,0.7269614457852902,1287002,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210303.ods
