date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
22/2/21,Andalucía,568710,36300,74500,679510,607552,0.894103103707083,215070,21/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Aragón,96255,6300,11700,114255,109318,0.9567896372150015,42860,20/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Asturias,98015,6300,9000,113315,96325,0.8500639809380929,37645,21/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Baleares,49500,3200,10300,63000,52721,0.8368412698412698,20549,21/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Canarias,111120,7000,19200,137320,119426,0.869691232158462,49752,21/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Cantabria,47535,2900,5100,55535,48023,0.864733951562078,19810,20/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Castilla y Leon,211485,13500,21100,246085,218252,0.8868968039498547,85608,21/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Castilla La Mancha,143775,9200,18000,170975,143344,0.8383915777160403,61612,21/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Cataluña,489680,31400,68600,589680,490411,0.8316561524894859,180096,21/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,C. Valenciana,247060,15700,44500,307260,270007,0.8787574041528348,98606,21/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Extremadura,88415,5400,9300,103115,92842,0.9003733695388644,37889,21/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Galicia,153385,9800,23800,186985,163143,0.8724924459181218,57862,21/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,La Rioja,23465,1400,2800,27665,24189,0.8743538767395627,9112,19/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Madrid,398895,25400,59800,484095,378839,0.7825716026812919,168697,21/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Murcia,103685,6600,13300,123585,106418,0.8610915564186592,45646,21/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Navarra,46365,2900,5800,55065,47557,0.8636520475801326,19341,21/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,País Vasco,127350,7900,19600,154850,112681,0.7276783984501131,44558,21/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Ceuta,4320,400,800,5520,5209,0.943659420289855,1086,21/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Melilla,3150,400,800,4350,4094,0.9411494252873563,1262,20/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
22/2/21,Totales,3012165,192000,418000,3622165,3090351,0.8531778646196405,1197061,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210222.ods
