date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
11/11/21,Andalucía,9884250,2019500,1528900,333500,13766150,13322566,0.9677771926065022,6860593,6758273,457908,10/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211111.ods
11/11/21,Aragón,1517367,267720,264060,63815,2112962,2048384,0.9694372165708612,1068227,1049728,58251,9/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211111.ods
11/11/21,Asturias,1280885,162000,220900,43000,1706785,1738222,1.018418840099954,874123,866170,72592,10/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211111.ods
11/11/21,Baleares,1318950,305100,256400,57600,1938050,1638116,0.8452392869121024,861048,845202,27796,10/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211111.ods
11/11/21,Canarias,2403150,574700,455800,133650,3567300,3204189,0.8982112522075519,1683200,1644353,50099,10/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211111.ods
11/11/21,Cantabria,747195,114900,125200,22200,1009495,948933,0.9400076275761643,483344,477984,32422,10/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211111.ods
11/11/21,Castilla y Leon,3274545,411830,473110,101025,4260510,3802267,0.8924440970681914,2004599,1965877,62850,7/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211111.ods
11/11/21,Castilla La Mancha,2330505,446800,396400,95075,3268780,3120748,0.9547133793035933,1622159,1565341,107036,10/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211111.ods
11/11/21,Cataluña,8368460,1604900,1514300,375750,11863410,11416329,0.9623142924336258,5995152,5870868,275862,10/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211111.ods
11/11/21,C. Valenciana,5797540,1213650,863900,213450,8088540,7912419,0.9782258602912268,4082561,4018685,271095,10/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211111.ods
11/11/21,Extremadura,1377755,218200,186000,51750,1833705,1794894,0.9788346544291475,899406,885443,101398,10/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211111.ods
11/11/21,Galicia,3356269,527400,573400,122700,4579769,4548969,0.9932747699720226,2311675,2291300,157322,10/11/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211111.ods
