date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
27/12/21,Andalucía,10486800,264000,2419500,1537200,333500,15041000,15072090,1.0,7134829,6835120,1884231,26/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211227.ods
27/12/21,Aragón,1675761,36000,368490,255200,63565,2399016,2411825,1.0,1106427,1061770,376050,26/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211227.ods
27/12/21,Asturias,1447025,24000,391040,220900,43000,2125965,2105067,0.9901701109848939,896949,868925,413122,26/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211227.ods
27/12/21,Baleares,1318884,36000,467070,225400,56420,2103774,1872577,0.8901036898450119,891887,862951,218813,25/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211227.ods
27/12/21,Canarias,2503770,54000,624700,455800,133650,3771920,3696506,0.9800064688540584,1739482,1660849,473563,26/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211227.ods
27/12/21,Cantabria,844305,18000,127900,125200,22200,1137605,1115030,0.9801556779374212,502467,482351,175178,26/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211227.ods
27/12/21,Castilla y Leon,3867393,54000,611570,466170,95310,5094443,4722853,0.9270597394062511,2070798,1991851,884916,26/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211227.ods
27/12/21,Castilla La Mancha,2531745,60000,751270,382100,93735,3818850,3650616,0.9559464236615736,1688698,1578233,553990,26/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211227.ods
27/12/21,Cataluña,8569700,234000,2654900,1514300,375750,13348650,13335828,0.9990394534278747,6246559,5975994,1863331,26/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211227.ods
27/12/21,C. Valenciana,6256180,150000,1843650,863900,213125,9326855,9120003,0.977821891730921,4242060,4054572,1287828,26/12/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20211227.ods
