date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas,Dosis administradas,% sobre entregadas,Total pauta completada,Fecha de la ultima vacuna registrada,source_name,source
19/2/21,Andalucía,568710,36300,74500,679510,561803,0.8267766478786184,208721,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Aragón,96255,6300,11700,114255,106629,0.9332545621635815,42429,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Asturias,98015,6300,9000,113315,90123,0.795331597758461,36392,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Baleares,49500,3200,10300,63000,50921,0.8082698412698412,20499,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Canarias,111120,7000,19200,137320,115542,0.8414069327119138,48759,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Cantabria,47535,2900,5100,55535,45835,0.8253353740884127,19376,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Castilla y Leon,211485,13500,21100,246085,208907,0.8489221204055509,84052,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Castilla La Mancha,143775,9200,18000,170975,140140,0.8196519959058342,59845,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Cataluña,489680,31400,68600,589680,465569,0.7895282186948853,176286,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,C. Valenciana,247060,15700,44500,307260,254502,0.8282952548330405,97384,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Extremadura,88415,5400,9300,103115,89067,0.8637637589099549,36485,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Galicia,153385,9800,23800,186985,149893,0.8016311468834398,57611,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,La Rioja,23465,1400,2800,27665,23349,0.8439906018434845,8848,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Madrid,398895,25400,59800,484095,372775,0.7700451357688057,166475,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Murcia,103685,6600,13300,123585,99781,0.8073876279483756,43159,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Navarra,46365,2900,5800,55065,45364,0.8238263869971851,18445,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,País Vasco,127350,7900,19600,154850,107391,0.69351630610268,43919,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Ceuta,4320,400,800,5520,4695,0.8505434782608695,1086,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Melilla,3150,400,800,4350,3725,0.8563218390804598,1255,18/2/21,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
19/2/21,Totales,3012165,192000,418000,3622165,2936011,0.8105679890341826,1171026,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210219.ods
