date_pub,ccaa,Dosis entregadas Pfizer,Dosis entregadas Pfizer pediatrica,Dosis entregadas Moderna,Dosis entregadas AstraZeneca,Dosis entregadas Janssen,Dosis entregadas,Dosis administradas,% sobre entregadas,Total 1 vacuna,Total pauta completada,Total dosis adicional,Fecha de la ultima vacuna registrada,source_name,source
25/3/22,Andalucía,11421630,1062000,3319540,1537200,333500,17673870,17124304.5,0.968905197333691,7464002,7255322,4092821,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Aragón,1847643,149990,466570,254040,58045,2776288,2625708.0,0.9457621111354442,1147576,1120260,676736,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Asturias,1575485,114000,510430,219760,42940,2462615,2275288.0,0.9239316742568368,926060,909594,709694,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Baleares,1337964,125910,541580,225400,50120,2280974,2029562.5,0.8897788839329164,927190,907546,465529,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Canarias,2865438,232640,810350,455710,132660,4496798,4119063.0,0.9159991175943416,1816586,1749684,962133,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Cantabria,925035,60000,175400,120490,22145,1303070,1255141.5,0.9632187833347403,518740,510282,348398,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Castilla y Leon,4086177,281990,749300,472170,94825,5684462,5275665.5,0.928085278782759,2145433,2107448,1467371,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Castilla La Mancha,2763405,258000,841190,381360,93090,4337045,3954517.5,0.9117999697951025,1758719,1697650,1044869,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Cataluña,8669180,690000,3238880,1485670,355800,14439530,14047974.5,0.9728830855297922,6479152,6301222,3620628,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,C. Valenciana,6731200,546000,2144530,863900,213125,10498755,10059436.0,0.9581551336325117,4437940,4337897,2864864,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Extremadura,1640189,155730,304660,182380,39205,2322164,2305057.5,0.9926333798990942,965515,936605,626195,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Galicia,4138999,245000,969980,571870,122525,6048374,6081921.0,1.0,2472467,2424229,1931123,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,La Rioja,470681,48000,109880,53270,15200,697031,647357.0,0.9287348769279989,283676,286855,157596,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Madrid,9023775,756000,2170800,1222100,321450,13494125,13023684.0,0.9651373468083333,5746169,5619017,3178008,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Murcia,1767425,204000,625500,253010,68300,2918235,2793540.0,0.9572704048851446,1296865,1268706,671572,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Navarra,896547,78000,274760,135150,23710,1408167,1305709.0,0.9272401639862318,567279,558238,344673,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,País Vasco,2953488,180000,817900,444200,101305,4496893,4381151.5,0.9742618959357049,1944788,1898493,1152091,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Ceuta,104976,12000,29210,17540,3935,167661,147837.0,0.8817614114194714,67168,63830,33957,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Melilla,101430,12000,21500,12660,3830,151420,137715.5,0.9094934618940694,65644,61121,26440,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Fuerzas Armadas,48426,0,58110,103800,2000,212336,203429.5,0.9580546869113103,95036,96357,46722,12/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Sanidad Exterior,0,0,7680,0,4705,12385,13058.0,1.0,8032,8118,3436,23/3/22,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
25/3/22,Totales,63369093,5211260,18187750,9011680,2102415,97882198,93807121.0,0.9583675368630361,41134037,40118474,24424856,,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20220325.ods
