date,cases_accumulated,recovered,deceased,Isla,hospitalized,intensive_care,as.Date(date)
2020-05-17,45,42,0,Fuerteventura,1,1,2020-05-17
2021-05-17,2288,2259,13,Fuerteventura,1,0,2021-05-17
2020-05-18,45,42,0,Fuerteventura,2,1,2020-05-18
2021-05-18,2289,2259,13,Fuerteventura,0,0,2021-05-18
2020-05-19,45,42,0,Fuerteventura,1,1,2020-05-19
2021-05-19,2292,2259,13,Fuerteventura,1,0,2021-05-19
2020-05-20,45,42,0,Fuerteventura,2,1,2020-05-20
2021-05-20,2297,2262,13,Fuerteventura,0,0,2021-05-20
2020-05-21,45,42,0,Fuerteventura,1,1,2020-05-21
2021-05-21,2301,2264,13,Fuerteventura,0,0,2021-05-21
2020-05-22,45,43,0,Fuerteventura,1,1,2020-05-22
2021-05-22,2303,2264,13,Fuerteventura,0,0,2021-05-22
2020-05-23,45,43,0,Fuerteventura,1,1,2020-05-23
2021-05-23,2314,2266,13,Fuerteventura,0,0,2021-05-23
2020-05-24,45,43,0,Fuerteventura,2,1,2020-05-24
2021-05-24,2316,2272,13,Fuerteventura,1,0,2021-05-24
2020-05-25,45,44,0,Fuerteventura,3,0,2020-05-25
2021-05-25,2320,2272,13,Fuerteventura,1,0,2021-05-25
2020-05-26,45,44,0,Fuerteventura,1,0,2020-05-26
2021-05-26,2324,2273,13,Fuerteventura,1,0,2021-05-26
2020-05-27,45,45,0,Fuerteventura,0,0,2020-05-27
2021-05-27,2326,2276,13,Fuerteventura,1,0,2021-05-27
2020-05-28,45,45,0,Fuerteventura,0,0,2020-05-28
2021-05-28,2336,2280,13,Fuerteventura,1,0,2021-05-28
2020-05-29,45,45,0,Fuerteventura,0,0,2020-05-29
2021-05-29,2343,2281,13,Fuerteventura,1,0,2021-05-29
2020-05-30,45,45,0,Fuerteventura,2,0,2020-05-30
2021-05-30,2346,2285,13,Fuerteventura,1,0,2021-05-30
2020-05-31,45,45,0,Fuerteventura,0,0,2020-05-31
2021-05-31,2349,2287,13,Fuerteventura,1,0,2021-05-31
2020-11-01,774,731,3,Fuerteventura,3,0,2020-11-01
2020-11-02,776,732,3,Fuerteventura,1,0,2020-11-02
2020-11-03,785,735,3,Fuerteventura,3,0,2020-11-03
2020-11-04,793,735,3,Fuerteventura,2,0,2020-11-04
2020-11-05,799,737,3,Fuerteventura,2,0,2020-11-05
2020-11-06,805,741,3,Fuerteventura,2,0,2020-11-06
2020-11-07,810,749,3,Fuerteventura,2,0,2020-11-07
2020-11-08,810,752,3,Fuerteventura,3,0,2020-11-08
2020-11-09,814,760,3,Fuerteventura,1,0,2020-11-09
2020-11-10,823,764,3,Fuerteventura,2,0,2020-11-10
2020-11-11,832,770,3,Fuerteventura,4,0,2020-11-11
2020-11-12,837,773,3,Fuerteventura,4,1,2020-11-12
2020-11-13,847,784,3,Fuerteventura,4,1,2020-11-13
2020-11-14,852,790,3,Fuerteventura,4,1,2020-11-14
2020-11-15,854,794,4,Fuerteventura,5,1,2020-11-15
2020-11-16,855,796,4,Fuerteventura,4,1,2020-11-16
2020-11-17,860,799,4,Fuerteventura,3,1,2020-11-17
2020-11-18,862,799,4,Fuerteventura,3,1,2020-11-18
2020-11-19,863,804,4,Fuerteventura,3,0,2020-11-19
2020-11-20,868,814,4,Fuerteventura,3,0,2020-11-20
2020-11-21,873,817,4,Fuerteventura,3,0,2020-11-21
2020-11-22,875,819,4,Fuerteventura,2,0,2020-11-22
2020-11-23,877,833,4,Fuerteventura,4,0,2020-11-23
2020-11-24,886,835,4,Fuerteventura,3,1,2020-11-24
2020-11-25,895,837,4,Fuerteventura,3,1,2020-11-25
2020-11-26,899,845,4,Fuerteventura,3,1,2020-11-26
2020-11-27,900,846,4,Fuerteventura,3,1,2020-11-27
2020-11-28,902,850,4,Fuerteventura,5,1,2020-11-28
2020-11-29,902,851,4,Fuerteventura,3,1,2020-11-29
2020-11-30,906,855,4,Fuerteventura,2,0,2020-11-30
2020-10-01,661,510,2,Fuerteventura,6,3,2020-10-01
2020-10-02,669,517,2,Fuerteventura,8,3,2020-10-02
2020-10-03,676,526,2,Fuerteventura,8,3,2020-10-03
2020-10-04,679,530,2,Fuerteventura,10,2,2020-10-04
2020-10-05,683,552,2,Fuerteventura,10,2,2020-10-05
2020-10-06,689,566,2,Fuerteventura,5,2,2020-10-06
2020-10-07,691,582,2,Fuerteventura,6,2,2020-10-07
2020-10-08,698,603,2,Fuerteventura,7,2,2020-10-08
2020-10-09,700,611,2,Fuerteventura,4,2,2020-10-09
2020-10-10,707,625,2,Fuerteventura,3,2,2020-10-10
2020-10-11,707,639,2,Fuerteventura,5,2,2020-10-11
2020-10-12,707,647,2,Fuerteventura,4,2,2020-10-12
2020-10-13,708,650,2,Fuerteventura,3,3,2020-10-13
2020-10-14,713,667,2,Fuerteventura,5,3,2020-10-14
2020-10-15,718,673,2,Fuerteventura,3,3,2020-10-15
2020-10-16,722,680,2,Fuerteventura,3,3,2020-10-16
2020-10-17,722,681,2,Fuerteventura,4,3,2020-10-17
2020-10-18,725,684,2,Fuerteventura,3,3,2020-10-18
2020-10-19,725,690,2,Fuerteventura,3,2,2020-10-19
2020-10-20,735,691,3,Fuerteventura,4,1,2020-10-20
2020-10-21,735,697,3,Fuerteventura,3,1,2020-10-21
2020-10-22,737,698,3,Fuerteventura,4,1,2020-10-22
2020-10-23,741,699,3,Fuerteventura,3,1,2020-10-23
2020-10-24,742,706,3,Fuerteventura,4,1,2020-10-24
2020-10-25,742,706,3,Fuerteventura,3,1,2020-10-25
2020-10-26,743,713,3,Fuerteventura,3,1,2020-10-26
2020-10-27,746,719,3,Fuerteventura,3,1,2020-10-27
2020-10-28,753,720,3,Fuerteventura,2,0,2020-10-28
2020-10-29,764,720,3,Fuerteventura,3,0,2020-10-29
2020-10-30,768,728,3,Fuerteventura,3,0,2020-10-30
2020-10-31,774,728,3,Fuerteventura,2,0,2020-10-31
2020-09-01,307,194,0,Fuerteventura,3,0,2020-09-01
2020-09-02,329,194,0,Fuerteventura,3,1,2020-09-02
2020-09-03,338,198,0,Fuerteventura,2,0,2020-09-03
2020-09-04,353,219,0,Fuerteventura,3,0,2020-09-04
2020-09-05,369,228,0,Fuerteventura,6,1,2020-09-05
2020-09-06,375,228,0,Fuerteventura,7,2,2020-09-06
2020-09-07,380,240,0,Fuerteventura,8,2,2020-09-07
2020-09-08,392,247,0,Fuerteventura,11,2,2020-09-08
2020-09-09,403,274,0,Fuerteventura,10,3,2020-09-09
2020-09-10,421,284,1,Fuerteventura,11,3,2020-09-10
2020-09-11,426,308,1,Fuerteventura,11,2,2020-09-11
2020-09-12,464,308,1,Fuerteventura,12,3,2020-09-12
2020-09-13,468,309,1,Fuerteventura,11,2,2020-09-13
2020-09-14,474,331,2,Fuerteventura,12,2,2020-09-14
2020-09-15,480,347,2,Fuerteventura,8,3,2020-09-15
2020-09-16,488,361,2,Fuerteventura,10,2,2020-09-16
2020-09-17,499,373,2,Fuerteventura,9,2,2020-09-17
2020-09-18,507,379,2,Fuerteventura,9,2,2020-09-18
2020-09-19,510,390,2,Fuerteventura,9,2,2020-09-19
2020-09-20,520,414,2,Fuerteventura,10,2,2020-09-20
2020-09-21,526,432,2,Fuerteventura,8,2,2020-09-21
2020-09-22,534,440,2,Fuerteventura,9,1,2020-09-22
2020-09-23,544,441,2,Fuerteventura,8,1,2020-09-23
2020-09-24,567,451,2,Fuerteventura,6,1,2020-09-24
2020-09-25,577,463,2,Fuerteventura,10,2,2020-09-25
2020-09-26,587,465,2,Fuerteventura,9,2,2020-09-26
2020-09-27,604,471,2,Fuerteventura,9,2,2020-09-27
2020-09-28,609,481,2,Fuerteventura,8,2,2020-09-28
2020-09-29,624,486,2,Fuerteventura,8,2,2020-09-29
2020-09-30,639,489,2,Fuerteventura,7,3,2020-09-30
2020-04-01,409,65,19,Gran Canaria,110,37,2020-04-01
2021-04-01,19617,18252,237,Gran Canaria,129,40,2021-04-01
2020-04-02,439,76,21,Gran Canaria,105,38,2020-04-02
2021-04-02,19683,18318,237,Gran Canaria,138,45,2021-04-02
2020-04-03,448,89,23,Gran Canaria,99,39,2020-04-03
2021-04-03,19735,18379,238,Gran Canaria,137,44,2021-04-03
2020-04-04,460,96,24,Gran Canaria,101,39,2020-04-04
2021-04-04,19823,18427,238,Gran Canaria,145,46,2021-04-04
2020-04-05,471,110,25,Gran Canaria,106,37,2020-04-05
2021-04-05,19947,18586,239,Gran Canaria,135,48,2021-04-05
2020-04-06,479,128,26,Gran Canaria,99,36,2020-04-06
2021-04-06,20057,18686,239,Gran Canaria,127,50,2021-04-06
2020-04-07,483,137,26,Gran Canaria,98,38,2020-04-07
2021-04-07,20161,18781,240,Gran Canaria,120,48,2021-04-07
2020-04-08,500,154,27,Gran Canaria,88,40,2020-04-08
2021-04-08,20287,18880,240,Gran Canaria,118,45,2021-04-08
2020-04-09,506,164,27,Gran Canaria,83,34,2020-04-09
2021-04-09,20384,19013,240,Gran Canaria,117,43,2021-04-09
2020-04-10,507,181,27,Gran Canaria,79,31,2020-04-10
2021-04-10,20464,19088,241,Gran Canaria,129,45,2021-04-10
2020-04-11,515,181,27,Gran Canaria,80,32,2020-04-11
2021-04-11,20545,19134,242,Gran Canaria,136,47,2021-04-11
2020-04-12,516,187,27,Gran Canaria,80,31,2020-04-12
2021-04-12,20635,19257,242,Gran Canaria,130,50,2021-04-12
2020-04-13,518,201,27,Gran Canaria,71,32,2020-04-13
2021-04-13,20703,19323,243,Gran Canaria,122,50,2021-04-13
2020-04-14,521,213,27,Gran Canaria,69,29,2020-04-14
2021-04-14,20768,19411,245,Gran Canaria,117,49,2021-04-14
2020-04-15,525,224,31,Gran Canaria,64,26,2020-04-15
2021-04-15,20851,19489,248,Gran Canaria,123,51,2021-04-15
2020-04-16,529,246,31,Gran Canaria,62,23,2020-04-16
2021-04-16,20937,19644,248,Gran Canaria,116,48,2021-04-16
2020-04-17,530,266,31,Gran Canaria,59,21,2020-04-17
2021-04-17,21009,19697,250,Gran Canaria,120,47,2021-04-17
2020-04-18,534,273,31,Gran Canaria,59,22,2020-04-18
2021-04-18,21075,19750,250,Gran Canaria,132,52,2021-04-18
2020-04-19,535,277,32,Gran Canaria,61,22,2020-04-19
2021-04-19,21121,19916,250,Gran Canaria,124,50,2021-04-19
2020-04-20,538,294,32,Gran Canaria,54,21,2020-04-20
2021-04-20,21189,20011,250,Gran Canaria,119,50,2021-04-20
2020-04-21,543,306,33,Gran Canaria,51,20,2020-04-21
2021-04-21,21246,20113,250,Gran Canaria,114,50,2021-04-21
2020-04-22,550,333,33,Gran Canaria,43,18,2020-04-22
2021-04-22,21278,20187,250,Gran Canaria,116,46,2021-04-22
2020-04-23,554,345,33,Gran Canaria,43,17,2020-04-23
2021-04-23,21332,20305,250,Gran Canaria,109,43,2021-04-23
2020-04-24,556,360,34,Gran Canaria,38,16,2020-04-24
2021-04-24,21379,20346,251,Gran Canaria,108,42,2021-04-24
2020-04-25,557,369,34,Gran Canaria,36,15,2020-04-25
2021-04-25,21416,20376,252,Gran Canaria,104,41,2021-04-25
2020-04-26,558,370,34,Gran Canaria,35,15,2020-04-26
2021-04-26,21452,20510,252,Gran Canaria,103,40,2021-04-26
2020-04-27,562,377,34,Gran Canaria,32,14,2020-04-27
2021-04-27,21505,20588,253,Gran Canaria,96,39,2021-04-27
2020-04-28,562,383,34,Gran Canaria,31,12,2020-04-28
2021-04-28,21555,20654,254,Gran Canaria,90,42,2021-04-28
2020-04-29,564,395,34,Gran Canaria,33,13,2020-04-29
2021-04-29,21605,20697,255,Gran Canaria,88,41,2021-04-29
2020-04-30,566,408,35,Gran Canaria,28,12,2020-04-30
2021-04-30,21646,20759,256,Gran Canaria,89,41,2021-04-30
2020-08-01,691,609,39,Gran Canaria,3,0,2020-08-01
2021-08-01,30667,25743,285,Gran Canaria,145,37,2021-08-01
2020-08-02,709,609,39,Gran Canaria,5,0,2020-08-02
2021-08-02,30950,25973,285,Gran Canaria,135,36,2021-08-02
2020-08-03,717,609,39,Gran Canaria,5,0,2020-08-03
2021-08-03,31302,26161,287,Gran Canaria,134,36,2021-08-03
2020-08-04,730,610,39,Gran Canaria,4,1,2020-08-04
2021-08-04,31628,26272,287,Gran Canaria,143,37,2021-08-04
2020-08-05,750,611,39,Gran Canaria,5,1,2020-08-05
2021-08-05,31895,26415,287,Gran Canaria,144,38,2021-08-05
2020-08-06,801,612,39,Gran Canaria,6,0,2020-08-06
2021-08-06,32170,26663,289,Gran Canaria,145,37,2021-08-06
2020-08-07,825,613,39,Gran Canaria,5,0,2020-08-07
2021-08-07,32413,26735,294,Gran Canaria,146,38,2021-08-07
2020-08-08,850,616,39,Gran Canaria,8,0,2020-08-08
2021-08-08,32569,26800,295,Gran Canaria,150,37,2021-08-08
2020-08-09,884,616,39,Gran Canaria,10,0,2020-08-09
2021-08-09,32726,27060,296,Gran Canaria,147,36,2021-08-09
2020-08-10,945,628,39,Gran Canaria,11,0,2020-08-10
2021-08-10,32984,27273,298,Gran Canaria,139,39,2021-08-10
2020-08-11,997,644,39,Gran Canaria,15,0,2020-08-11
2021-08-11,33192,27393,298,Gran Canaria,140,39,2021-08-11
2020-08-12,1071,648,39,Gran Canaria,24,1,2020-08-12
2021-08-12,33389,27520,301,Gran Canaria,136,40,2021-08-12
2020-08-13,1146,659,39,Gran Canaria,21,1,2020-08-13
2021-08-13,33527,27729,301,Gran Canaria,133,41,2021-08-13
2020-08-14,1240,681,40,Gran Canaria,28,4,2020-08-14
2021-08-14,33644,27774,301,Gran Canaria,135,40,2021-08-14
2020-08-15,1346,705,40,Gran Canaria,33,3,2020-08-15
2021-08-15,33763,27834,303,Gran Canaria,128,40,2021-08-15
2020-08-16,1396,718,41,Gran Canaria,36,4,2020-08-16
2021-08-16,33876,27939,304,Gran Canaria,133,45,2021-08-16
2020-08-17,1469,752,41,Gran Canaria,41,5,2020-08-17
2021-08-17,34020,28300,304,Gran Canaria,126,43,2021-08-17
2020-08-18,1572,801,41,Gran Canaria,53,7,2020-08-18
2021-08-18,34168,28428,306,Gran Canaria,118,40,2021-08-18
2020-08-19,1714,827,41,Gran Canaria,62,9,2020-08-19
2021-08-19,34282,28736,307,Gran Canaria,107,38,2021-08-19
2020-08-20,1858,905,43,Gran Canaria,66,8,2020-08-20
2021-08-20,34414,28849,308,Gran Canaria,109,38,2021-08-20
2020-08-21,2084,990,43,Gran Canaria,68,9,2020-08-21
2021-08-21,34501,28902,308,Gran Canaria,109,38,2021-08-21
2020-08-22,2228,1078,43,Gran Canaria,82,13,2020-08-22
2021-08-22,34562,28938,311,Gran Canaria,110,36,2021-08-22
2020-08-23,2308,1151,43,Gran Canaria,91,16,2020-08-23
2021-08-23,34648,29071,313,Gran Canaria,101,35,2021-08-23
2020-08-24,2473,1261,43,Gran Canaria,99,16,2020-08-24
2021-08-24,34728,29118,314,Gran Canaria,98,34,2021-08-24
2020-08-25,2691,1357,44,Gran Canaria,110,20,2020-08-25
2021-08-25,34822,29222,315,Gran Canaria,91,33,2021-08-25
2020-08-26,2951,1440,46,Gran Canaria,115,22,2020-08-26
2020-08-27,3138,1540,46,Gran Canaria,127,24,2020-08-27
2020-08-28,3303,1682,47,Gran Canaria,133,25,2020-08-28
2020-08-29,3515,1762,48,Gran Canaria,150,27,2020-08-29
2020-08-30,3712,1870,48,Gran Canaria,157,25,2020-08-30
2020-08-31,3882,2015,48,Gran Canaria,154,28,2020-08-31
2020-12-01,9477,9040,130,Gran Canaria,60,18,2020-12-01
2020-12-02,9520,9063,130,Gran Canaria,62,17,2020-12-02
2020-12-03,9549,9083,130,Gran Canaria,61,18,2020-12-03
2020-12-04,9573,9115,130,Gran Canaria,61,17,2020-12-04
2020-12-05,9599,9135,130,Gran Canaria,63,18,2020-12-05
2020-12-06,9608,9148,130,Gran Canaria,66,17,2020-12-06
2020-12-07,9633,9177,131,Gran Canaria,68,15,2020-12-07
2020-12-08,9652,9195,131,Gran Canaria,71,16,2020-12-08
2020-12-09,9680,9225,131,Gran Canaria,65,15,2020-12-09
2020-12-10,9714,9257,132,Gran Canaria,64,16,2020-12-10
2020-12-11,9753,9284,132,Gran Canaria,58,16,2020-12-11
2020-12-12,9786,9303,132,Gran Canaria,62,16,2020-12-12
2020-12-13,9819,9324,133,Gran Canaria,60,18,2020-12-13
2020-12-14,9844,9360,133,Gran Canaria,66,18,2020-12-14
2020-12-15,9900,9382,134,Gran Canaria,61,17,2020-12-15
2020-12-16,9935,9408,135,Gran Canaria,65,16,2020-12-16
2020-12-17,9984,9430,136,Gran Canaria,67,14,2020-12-17
2020-12-18,10025,9463,136,Gran Canaria,64,14,2020-12-18
2020-12-19,10060,9486,137,Gran Canaria,66,14,2020-12-19
2020-12-20,10088,9508,137,Gran Canaria,68,14,2020-12-20
2020-12-21,10116,9551,138,Gran Canaria,63,15,2020-12-21
2020-12-22,10174,9592,138,Gran Canaria,65,11,2020-12-22
2020-12-23,10229,9633,138,Gran Canaria,72,12,2020-12-23
2020-12-24,10279,9665,138,Gran Canaria,68,13,2020-12-24
2020-12-25,10321,9709,138,Gran Canaria,74,13,2020-12-25
2020-12-26,10360,9748,139,Gran Canaria,78,15,2020-12-26
2020-12-27,10395,9772,139,Gran Canaria,84,14,2020-12-27
2020-12-28,10450,9825,139,Gran Canaria,80,13,2020-12-28
2020-12-29,10532,9860,140,Gran Canaria,72,14,2020-12-29
2020-12-30,10600,9897,140,Gran Canaria,70,15,2020-12-30
2020-12-31,10698,9939,140,Gran Canaria,76,17,2020-12-31
2021-02-01,14588,12668,168,Gran Canaria,152,40,2021-02-01
2021-02-02,14701,12797,170,Gran Canaria,155,41,2021-02-02
2021-02-03,14808,12912,170,Gran Canaria,154,45,2021-02-03
2021-02-04,14920,13007,170,Gran Canaria,157,44,2021-02-04
2021-02-05,15027,13174,172,Gran Canaria,143,40,2021-02-05
2021-02-06,15140,13263,173,Gran Canaria,146,42,2021-02-06
2021-02-07,15204,13332,173,Gran Canaria,151,42,2021-02-07
2021-02-08,15297,13573,174,Gran Canaria,154,40,2021-02-08
2021-02-09,15372,13690,175,Gran Canaria,150,41,2021-02-09
2021-02-10,15464,13858,176,Gran Canaria,147,38,2021-02-10
2021-02-11,15588,13981,177,Gran Canaria,144,41,2021-02-11
2021-02-12,15682,14138,180,Gran Canaria,139,44,2021-02-12
2021-02-13,15735,14201,180,Gran Canaria,144,48,2021-02-13
2021-02-14,15801,14260,180,Gran Canaria,143,48,2021-02-14
2021-02-15,15861,14445,180,Gran Canaria,137,46,2021-02-15
2021-02-16,15928,14526,180,Gran Canaria,139,48,2021-02-16
2021-02-17,15975,14671,183,Gran Canaria,126,49,2021-02-17
2021-02-18,16050,14774,183,Gran Canaria,124,48,2021-02-18
2021-02-19,16090,14900,184,Gran Canaria,122,48,2021-02-19
2021-02-20,16184,14943,186,Gran Canaria,119,47,2021-02-20
2021-02-21,16263,14997,187,Gran Canaria,130,49,2021-02-21
2021-02-22,16357,15146,189,Gran Canaria,131,47,2021-02-22
2021-02-23,16430,15238,191,Gran Canaria,125,48,2021-02-23
2021-02-24,16507,15332,193,Gran Canaria,119,48,2021-02-24
2020-02-25,0,0,0,Gran Canaria,NA,NA,2020-02-25
2021-02-25,16594,15408,194,Gran Canaria,118,45,2021-02-25
2021-02-26,16660,15529,195,Gran Canaria,116,46,2021-02-26
2020-02-27,0,0,0,Gran Canaria,NA,NA,2020-02-27
2021-02-27,16732,15570,198,Gran Canaria,117,46,2021-02-27
2020-02-28,0,0,0,Gran Canaria,NA,NA,2020-02-28
2021-02-28,16781,15606,200,Gran Canaria,123,47,2021-02-28
2020-02-29,0,0,0,Gran Canaria,NA,NA,2020-02-29
2021-01-01,10760,9987,140,Gran Canaria,73,16,2021-01-01
2021-01-02,10822,10010,140,Gran Canaria,77,17,2021-01-02
2021-01-03,10905,10039,140,Gran Canaria,77,17,2021-01-03
2021-01-04,10977,10108,140,Gran Canaria,79,17,2021-01-04
2021-01-05,11075,10162,141,Gran Canaria,82,16,2021-01-05
2021-01-06,11152,10191,142,Gran Canaria,86,16,2021-01-06
2021-01-07,11226,10256,142,Gran Canaria,94,16,2021-01-07
2021-01-08,11374,10337,142,Gran Canaria,94,16,2021-01-08
2021-01-09,11483,10384,143,Gran Canaria,94,20,2021-01-09
2021-01-10,11586,10455,144,Gran Canaria,103,20,2021-01-10
2021-01-11,11684,10555,144,Gran Canaria,109,23,2021-01-11
2021-01-12,11828,10634,145,Gran Canaria,116,23,2021-01-12
2021-01-13,11964,10714,145,Gran Canaria,115,25,2021-01-13
2021-01-14,12129,10797,147,Gran Canaria,114,24,2021-01-14
2021-01-15,12244,10886,147,Gran Canaria,113,26,2021-01-15
2021-01-16,12395,10935,148,Gran Canaria,122,29,2021-01-16
2021-01-17,12476,10991,148,Gran Canaria,135,31,2021-01-17
2021-01-18,12603,11109,149,Gran Canaria,128,29,2021-01-18
2021-01-19,12742,11209,151,Gran Canaria,134,27,2021-01-19
2021-01-20,12909,11281,151,Gran Canaria,135,25,2021-01-20
2021-01-21,13048,11390,152,Gran Canaria,139,26,2021-01-21
2021-01-22,13166,11508,154,Gran Canaria,124,27,2021-01-22
2021-01-23,13304,11581,156,Gran Canaria,127,29,2021-01-23
2021-01-24,13430,11644,158,Gran Canaria,130,33,2021-01-24
2021-01-25,13530,11869,159,Gran Canaria,139,36,2021-01-25
2021-01-26,13684,11993,160,Gran Canaria,137,36,2021-01-26
2021-01-27,13838,12082,161,Gran Canaria,131,36,2021-01-27
2021-01-28,14033,12204,161,Gran Canaria,138,38,2021-01-28
2021-01-29,14197,12339,162,Gran Canaria,140,38,2021-01-29
2021-01-30,14341,12430,165,Gran Canaria,142,38,2021-01-30
2021-01-31,14440,12501,165,Gran Canaria,152,40,2021-01-31
2020-07-01,631,586,39,Gran Canaria,4,3,2020-07-01
2021-07-01,23612,22871,276,Gran Canaria,27,5,2021-07-01
2020-07-02,631,586,39,Gran Canaria,2,1,2020-07-02
2021-07-02,23680,22890,276,Gran Canaria,27,4,2021-07-02
2020-07-03,632,587,39,Gran Canaria,1,1,2020-07-03
2021-07-03,23734,22903,276,Gran Canaria,30,5,2021-07-03
2020-07-04,632,587,39,Gran Canaria,1,1,2020-07-04
2021-07-04,23795,22918,276,Gran Canaria,31,5,2021-07-04
2021-07-05,23874,22963,276,Gran Canaria,30,6,2021-07-05
2020-07-06,633,587,39,Gran Canaria,1,1,2020-07-06
2021-07-06,24000,22980,276,Gran Canaria,31,7,2021-07-06
2021-07-07,24144,23022,276,Gran Canaria,36,6,2021-07-07
2020-07-08,634,588,39,Gran Canaria,2,1,2020-07-08
2021-07-08,24296,23055,276,Gran Canaria,38,6,2021-07-08
2020-07-09,636,589,39,Gran Canaria,2,1,2020-07-09
2021-07-09,24426,23129,276,Gran Canaria,36,6,2021-07-09
2020-07-10,636,589,39,Gran Canaria,2,1,2020-07-10
2021-07-10,24594,23189,276,Gran Canaria,37,6,2021-07-10
2020-07-11,636,589,39,Gran Canaria,2,1,2020-07-11
2021-07-11,24720,23247,276,Gran Canaria,40,6,2021-07-11
2020-07-12,636,589,39,Gran Canaria,1,1,2020-07-12
2021-07-12,24915,23342,276,Gran Canaria,45,6,2021-07-12
2020-07-13,639,589,39,Gran Canaria,1,0,2020-07-13
2021-07-13,25136,23409,276,Gran Canaria,58,6,2021-07-13
2020-07-14,640,589,39,Gran Canaria,1,0,2020-07-14
2021-07-14,25384,23466,277,Gran Canaria,52,6,2021-07-14
2020-07-15,644,592,39,Gran Canaria,1,0,2020-07-15
2021-07-15,25653,23545,277,Gran Canaria,54,9,2021-07-15
2020-07-16,645,592,39,Gran Canaria,3,0,2020-07-16
2021-07-16,25894,23665,277,Gran Canaria,56,9,2021-07-16
2020-07-17,651,592,39,Gran Canaria,3,0,2020-07-17
2021-07-17,26151,23735,277,Gran Canaria,57,9,2021-07-17
2020-07-18,654,593,39,Gran Canaria,1,0,2020-07-18
2021-07-18,26362,23785,277,Gran Canaria,70,10,2021-07-18
2020-07-19,654,593,39,Gran Canaria,2,0,2020-07-19
2021-07-19,26604,23980,277,Gran Canaria,70,11,2021-07-19
2020-07-20,655,593,39,Gran Canaria,2,0,2020-07-20
2021-07-20,26921,24142,277,Gran Canaria,70,13,2021-07-20
2020-07-21,663,595,39,Gran Canaria,2,0,2020-07-21
2021-07-21,27249,24305,277,Gran Canaria,73,16,2021-07-21
2020-07-22,665,595,39,Gran Canaria,3,0,2020-07-22
2021-07-22,27603,24418,277,Gran Canaria,70,17,2021-07-22
2020-07-23,666,597,39,Gran Canaria,5,0,2020-07-23
2021-07-23,27923,24623,278,Gran Canaria,75,18,2021-07-23
2020-07-24,667,602,39,Gran Canaria,4,0,2020-07-24
2021-07-24,28239,24692,279,Gran Canaria,91,19,2021-07-24
2020-07-25,668,603,39,Gran Canaria,4,0,2020-07-25
2021-07-25,28456,24743,280,Gran Canaria,105,22,2021-07-25
2020-07-26,668,605,39,Gran Canaria,3,0,2020-07-26
2021-07-26,28710,24978,281,Gran Canaria,106,20,2021-07-26
2020-07-27,669,608,39,Gran Canaria,3,0,2020-07-27
2021-07-27,29082,25104,282,Gran Canaria,109,21,2021-07-27
2020-07-28,671,609,39,Gran Canaria,3,0,2020-07-28
2021-07-28,29454,25294,282,Gran Canaria,108,27,2021-07-28
2020-07-29,671,609,39,Gran Canaria,4,0,2020-07-29
2021-07-29,29783,25442,282,Gran Canaria,116,28,2021-07-29
2020-07-30,674,609,39,Gran Canaria,4,0,2020-07-30
2021-07-30,30147,25633,283,Gran Canaria,116,30,2021-07-30
2020-07-31,677,609,39,Gran Canaria,3,0,2020-07-31
2021-07-31,30440,25696,284,Gran Canaria,131,33,2021-07-31
2020-06-01,612,541,38,Gran Canaria,13,5,2020-06-01
2021-06-01,22658,22087,269,Gran Canaria,52,14,2021-06-01
2020-06-02,613,544,38,Gran Canaria,7,3,2020-06-02
2021-06-02,22693,22120,269,Gran Canaria,52,14,2021-06-02
2020-06-03,617,548,38,Gran Canaria,11,2,2020-06-03
2021-06-03,22720,22145,270,Gran Canaria,48,14,2021-06-03
2020-06-04,617,550,38,Gran Canaria,10,2,2020-06-04
2021-06-04,22738,22183,271,Gran Canaria,42,14,2021-06-04
2020-06-05,617,552,38,Gran Canaria,4,2,2020-06-05
2021-06-05,22763,22195,271,Gran Canaria,42,14,2021-06-05
2020-06-06,617,552,38,Gran Canaria,4,1,2020-06-06
2021-06-06,22780,22201,272,Gran Canaria,41,12,2021-06-06
2020-06-07,617,554,38,Gran Canaria,4,1,2020-06-07
2021-06-07,22818,22224,273,Gran Canaria,36,9,2021-06-07
2020-06-08,617,557,38,Gran Canaria,5,1,2020-06-08
2021-06-08,22852,22239,273,Gran Canaria,36,9,2021-06-08
2020-06-09,617,558,38,Gran Canaria,5,1,2020-06-09
2021-06-09,22900,22262,273,Gran Canaria,35,9,2021-06-09
2020-06-10,618,559,39,Gran Canaria,2,1,2020-06-10
2021-06-10,22933,22299,273,Gran Canaria,31,9,2021-06-10
2020-06-11,619,559,39,Gran Canaria,2,1,2020-06-11
2021-06-11,22964,22327,273,Gran Canaria,30,9,2021-06-11
2020-06-12,619,560,39,Gran Canaria,2,1,2020-06-12
2021-06-12,22979,22345,274,Gran Canaria,34,10,2021-06-12
2020-06-13,620,561,39,Gran Canaria,2,1,2020-06-13
2021-06-13,23007,22360,274,Gran Canaria,33,10,2021-06-13
2020-06-14,621,561,39,Gran Canaria,2,1,2020-06-14
2021-06-14,23021,22402,274,Gran Canaria,32,10,2021-06-14
2020-06-15,621,562,39,Gran Canaria,9,1,2020-06-15
2021-06-15,23062,22447,274,Gran Canaria,31,10,2021-06-15
2020-06-16,623,567,39,Gran Canaria,9,3,2020-06-16
